city,bedrooms,city_center_dist_km,metro_dist_km,daily_price,weekends
Barcelona,2,2.626,0.194,379.36,0
Barcelona,2,2.635,0.246,379.36,0
Barcelona,2,1.691,0.656,346.08,0
Barcelona,1,1.728,0.856,208.53,0
Barcelona,1,0.975,0.101,296.27,0
Barcelona,1,0.873,0.61,172.23,0
Barcelona,2,1.814,0.296,462.68,0
Barcelona,2,0.803,0.276,385.41,0
Barcelona,1,0.395,0.346,310.01,0
Barcelona,1,1.776,0.464,136.38,0
Barcelona,1,1.287,0.746,485.95,0
Barcelona,1,0.371,0.358,196.9,0
Barcelona,1,0.358,0.193,322.81,0
Barcelona,1,1.753,0.199,138.94,0
Barcelona,1,0.358,0.193,322.81,0
Barcelona,2,2.3,0.394,474.32,0
Barcelona,1,1.068,0.197,187.35,0
Barcelona,1,1.116,0.816,172.23,0
Barcelona,1,1.19,0.265,137.55,0
Barcelona,2,1.936,0.471,624.9,0
Barcelona,2,1.599,0.631,324.2,0
Barcelona,1,1.687,0.308,616.75,0
Barcelona,1,1.113,0.203,208.53,0
Barcelona,0,1.188,0.39,167.8,0
Barcelona,1,1.126,0.154,113.58,0
Barcelona,2,0.541,0.216,584.4,0
Barcelona,1,1.776,0.321,131.96,0
Barcelona,1,1.481,0.517,196.9,0
Barcelona,1,1.905,0.374,310.01,0
Barcelona,1,1.006,0.377,151.51,0
Barcelona,1,1.528,0.584,150.58,0
Barcelona,1,0.578,0.332,229.25,0
Barcelona,1,0.571,0.257,167.8,0
Barcelona,1,0.433,0.281,255.54,0
Barcelona,1,1.334,0.511,229.25,0
Barcelona,1,0.758,0.421,260.2,0
Barcelona,1,2.379,0.23,150.58,0
Barcelona,1,1.305,0.257,185.26,0
Barcelona,1,0.636,0.404,341.42,0
Barcelona,1,0.958,0.344,161.98,0
Barcelona,1,1.181,0.308,248.8,0
Barcelona,1,0.812,0.175,196.9,0
Barcelona,1,0.806,0.353,212.95,0
Barcelona,2,1.985,0.297,468.73,0
Barcelona,1,1.486,0.298,219.7,0
Barcelona,1,1.487,0.333,219.7,0
Barcelona,1,1.122,0.32,217.61,0
Barcelona,2,2.488,0.12,324.2,0
Barcelona,1,2.018,0.324,237.39,0
Barcelona,1,1.206,0.568,321.41,0
Barcelona,1,1.182,0.584,393.09,0
Barcelona,1,1.836,0.591,196.9,0
Barcelona,1,1.578,0.037,239.49,0
Barcelona,1,0.996,0.342,242.98,0
Barcelona,2,1.985,0.297,445.46,0
Barcelona,3,1.985,0.297,413.11,0
Barcelona,1,1.984,0.253,173.62,0
Barcelona,1,1.128,0.296,173.62,0
Barcelona,2,2.356,0.446,479.2,0
Barcelona,2,1.985,0.297,422.42,0
Barcelona,1,0.542,0.413,150.58,0
Barcelona,1,1.232,0.432,223.19,0
Barcelona,1,1.227,0.21,187.35,0
Barcelona,1,0.665,0.32,397.51,0
Barcelona,1,0.12,0.116,219.7,0
Barcelona,1,0.274,0.244,310.01,0
Barcelona,1,1.78,0.406,163.15,0
Barcelona,1,3.033,0.343,176.18,0
Barcelona,1,1.301,0.476,277.65,0
Barcelona,1,0.955,0.266,173.62,0
Barcelona,1,0.623,0.347,225.75,0
Barcelona,1,0.786,0.49,231.57,0
Barcelona,1,0.639,0.281,267.65,0
Barcelona,1,0.783,0.214,347.48,0
Barcelona,1,2.638,0.609,125.21,0
Barcelona,1,0.652,0.178,288.13,0
Barcelona,1,2.327,0.368,173.62,0
Barcelona,1,1.135,0.37,161.98,0
Barcelona,1,0.437,0.282,257.64,0
Barcelona,1,0.722,0.162,177.81,0
Barcelona,1,1.704,0.609,233.67,0
Barcelona,1,1.804,0.326,173.62,0
Barcelona,1,0.78,0.213,97.05,0
Barcelona,1,2.069,0.622,161.98,0
Barcelona,1,1.71,0.256,129.63,0
Barcelona,1,1.123,0.302,196.9,0
Barcelona,1,1.572,0.483,254.61,0
Barcelona,1,1.792,0.281,208.3,0
Barcelona,1,0.345,0.331,129.63,0
Barcelona,0,0.44,0.283,306.51,0
Barcelona,1,0.625,0.474,172.23,0
Barcelona,1,0.829,0.119,219.94,0
Barcelona,1,1.503,0.304,202.48,0
Barcelona,1,0.717,0.255,183.86,0
Barcelona,1,0.808,0.209,189.91,0
Barcelona,1,1.596,0.171,129.63,0
Barcelona,1,0.394,0.331,167.8,0
Barcelona,2,1.382,0.585,208.3,0
Barcelona,2,0.602,0.274,444.06,0
Barcelona,1,1.376,0.572,173.62,0
Barcelona,1,2.451,0.49,176.88,0
Barcelona,1,0.709,0.424,196.9,0
Barcelona,1,1.339,0.449,175.95,0
Barcelona,1,0.656,0.422,225.75,0
Barcelona,1,0.382,0.347,229.25,0
Barcelona,1,0.654,0.38,173.62,0
Barcelona,1,0.876,0.283,341.42,0
Barcelona,1,1.387,0.368,211.79,0
Barcelona,1,1.387,0.47,175.95,0
Barcelona,1,0.481,0.326,306.51,0
Barcelona,1,0.748,0.206,209.23,0
Barcelona,1,1.759,0.175,87.97,0
Barcelona,1,1.07,0.136,277.65,0
Barcelona,2,1.564,0.49,589.99,0
Barcelona,1,1.819,0.52,173.62,0
Barcelona,1,0.853,0.203,445.46,0
Barcelona,1,2.539,0.323,211.79,0
Barcelona,1,1.394,0.423,173.62,0
Barcelona,1,1.601,0.125,219.7,0
Barcelona,1,1.501,0.102,173.62,0
Barcelona,1,1.017,0.275,196.9,0
Barcelona,1,1.138,0.258,231.34,0
Barcelona,1,0.67,0.149,185.26,0
Barcelona,0,1.128,0.31,341.42,0
Barcelona,1,2.152,0.463,142.2,0
Barcelona,1,1.175,0.176,234.83,0
Barcelona,1,2.242,0.061,99.61,0
Barcelona,2,0.941,0.283,295.11,0
Barcelona,1,1.198,0.167,180.37,0
Barcelona,1,1.281,0.817,215.28,0
Barcelona,1,2.553,0.588,142.43,0
Barcelona,1,2.204,0.283,231.34,0
Barcelona,1,2.194,0.301,182.93,0
Barcelona,2,1.359,0.615,738.24,0
Barcelona,1,1.638,0.345,265.55,0
Barcelona,1,1.815,0.52,225.52,0
Barcelona,1,1.273,0.302,138.94,0
Barcelona,1,0.632,0.087,289.52,0
Barcelona,1,0.632,0.087,367.49,0
Barcelona,1,0.155,0.173,254.61,0
Barcelona,1,2.491,0.124,208.3,0
Barcelona,1,0.632,0.087,267.65,0
Barcelona,1,2.54,0.575,165.24,0
Barcelona,1,1.724,0.415,178.28,0
Barcelona,1,0.508,0.266,229.25,0
Barcelona,2,1.162,0.422,173.62,0
Barcelona,1,2.028,0.062,254.61,0
Barcelona,1,0.939,0.269,167.8,0
Barcelona,2,1.622,0.377,769.66,0
Barcelona,1,1.639,0.448,159.66,0
Barcelona,1,0.217,0.202,329.79,0
Barcelona,1,1.709,0.356,109.85,0
Barcelona,1,3.045,0.305,115.67,0
Barcelona,1,1.12,0.068,139.87,0
Barcelona,1,0.943,0.517,104.03,0
Barcelona,1,2.607,0.386,196.9,0
Barcelona,1,0.886,0.555,127.31,0
Barcelona,1,0.299,0.279,237.16,0
Barcelona,1,0.423,0.287,225.75,0
Barcelona,1,0.509,0.246,237.16,0
Barcelona,2,1.188,0.329,439.87,0
Barcelona,1,1.398,0.555,289.06,0
Barcelona,1,1.605,0.654,277.65,0
Barcelona,1,1.714,0.317,156.17,0
Barcelona,1,0.982,0.284,137.55,0
Barcelona,1,0.9,0.322,208.3,0
Barcelona,1,0.665,0.067,97.05,0
Barcelona,1,0.651,0.164,300.93,0
Barcelona,1,0.929,0.377,118.0,0
Barcelona,1,0.988,0.649,327.46,0
Barcelona,2,0.873,0.319,488.28,0
Barcelona,1,1.554,0.42,329.56,0
Barcelona,1,1.693,0.292,349.57,0
Barcelona,1,2.294,0.598,138.94,0
Barcelona,1,1.529,0.509,180.37,0
Barcelona,1,0.922,0.424,208.53,0
Barcelona,1,0.814,0.392,185.26,0
Barcelona,1,0.929,0.58,193.17,0
Barcelona,1,0.789,0.486,197.59,0
Barcelona,1,0.682,0.276,242.98,0
Barcelona,1,1.179,0.368,224.59,0
Barcelona,1,0.455,0.343,167.8,0
Barcelona,1,0.974,0.35,287.2,0
Barcelona,1,2.439,0.567,138.94,0
Barcelona,1,0.46,0.233,364.47,0
Barcelona,1,0.903,0.569,106.59,0
Barcelona,2,1.285,0.682,179.44,0
Barcelona,1,1.754,0.593,145.93,0
Barcelona,1,0.372,0.015,381.92,0
Barcelona,1,1.085,0.202,370.52,0
Barcelona,1,1.307,0.554,321.41,0
Barcelona,0,0.436,0.289,381.92,0
Barcelona,1,0.911,0.583,156.17,0
Barcelona,1,1.457,0.135,297.67,0
Barcelona,1,0.729,0.222,377.5,0
Barcelona,1,1.174,0.248,335.61,0
Barcelona,1,1.174,0.478,242.98,0
Barcelona,1,1.776,0.362,242.98,0
Barcelona,1,1.764,0.397,196.9,0
Barcelona,1,1.462,0.314,317.22,0
Barcelona,1,1.03,0.416,324.2,0
Barcelona,1,0.996,0.563,208.53,0
Barcelona,1,0.491,0.232,300.93,0
Barcelona,2,1.927,0.335,422.42,0
Barcelona,1,0.468,0.133,483.39,0
Barcelona,1,0.882,0.264,320.71,0
Barcelona,2,1.704,0.18,190.84,0
Barcelona,1,0.953,0.15,219.7,0
Barcelona,1,2.209,0.245,182.7,0
Barcelona,1,0.36,0.343,225.52,0
Barcelona,2,1.315,0.674,295.11,0
Barcelona,1,0.586,0.263,434.98,0
Barcelona,1,0.873,0.239,213.89,0
Barcelona,1,1.735,0.233,214.12,0
Barcelona,1,1.057,0.562,115.67,0
Barcelona,1,2.591,0.626,254.61,0
Barcelona,1,0.794,0.127,115.67,0
Barcelona,1,1.254,0.49,223.19,0
Barcelona,1,1.222,0.438,223.19,0
Barcelona,1,1.139,0.321,223.19,0
Barcelona,1,0.318,0.296,223.19,0
Barcelona,1,0.16,0.182,167.8,0
Barcelona,1,0.498,0.218,552.98,0
Barcelona,1,0.475,0.239,534.6,0
Barcelona,1,0.551,0.287,617.92,0
Barcelona,1,0.492,0.248,439.87,0
Barcelona,1,1.677,0.805,257.64,0
Barcelona,1,2.676,0.388,131.96,0
Barcelona,1,0.597,0.304,254.61,0
Barcelona,1,0.348,0.327,335.37,0
Barcelona,1,2.302,0.205,436.38,0
Barcelona,1,1.523,0.581,127.31,0
Barcelona,1,0.402,0.276,237.16,0
Barcelona,1,0.561,0.156,222.03,0
Barcelona,1,0.284,0.212,138.94,0
Barcelona,1,1.38,0.433,242.98,0
Barcelona,1,1.7,0.876,313.73,0
Barcelona,1,1.066,0.217,196.9,0
Barcelona,1,1.418,0.424,219.7,0
Barcelona,1,1.614,0.219,143.37,0
Barcelona,2,0.509,0.237,587.89,0
Barcelona,0,0.593,0.23,408.45,0
Barcelona,1,0.882,0.339,205.97,0
Barcelona,3,1.377,0.475,518.54,0
Barcelona,1,0.974,0.293,302.09,0
Barcelona,1,1.051,0.346,381.92,0
Barcelona,1,2.04,0.593,136.38,0
Barcelona,1,0.557,0.245,205.97,0
Barcelona,1,0.916,0.429,205.97,0
Barcelona,1,0.491,0.14,185.26,0
Barcelona,1,0.42,0.128,185.26,0
Barcelona,1,0.675,0.335,157.56,0
Barcelona,1,1.233,0.82,208.3,0
Barcelona,2,1.732,0.252,370.28,0
Barcelona,2,1.808,0.284,893.48,0
Barcelona,1,1.731,0.257,171.29,0
Barcelona,1,0.691,0.324,231.34,0
Barcelona,2,0.791,0.337,532.04,0
Barcelona,1,1.22,0.264,219.94,0
Barcelona,1,0.633,0.377,219.7,0
Barcelona,1,1.406,0.667,156.17,0
Barcelona,1,0.86,0.105,315.82,0
Barcelona,1,1.712,0.891,223.19,0
Barcelona,1,0.975,0.315,185.26,0
Barcelona,1,1.037,0.351,277.65,0
Barcelona,2,2.51,0.543,547.16,0
Barcelona,1,1.186,0.384,229.25,0
Barcelona,1,1.219,0.422,229.25,0
Barcelona,1,1.219,0.408,229.25,0
Barcelona,1,1.365,0.558,229.25,0
Barcelona,1,1.011,0.511,248.56,0
Barcelona,1,1.003,0.261,173.62,0
Barcelona,1,1.659,0.426,322.81,0
Barcelona,1,1.806,0.981,223.19,0
Barcelona,1,1.819,0.948,223.19,0
Barcelona,2,2.093,0.101,219.7,0
Barcelona,1,1.998,0.47,185.26,0
Barcelona,1,1.171,0.423,161.98,0
Barcelona,1,1.18,0.204,214.12,0
Barcelona,1,1.074,0.339,190.84,0
Barcelona,1,0.858,0.463,252.29,0
Barcelona,1,1.569,0.446,293.71,0
Barcelona,1,0.85,0.525,252.29,0
Barcelona,1,1.65,0.376,219.7,0
Barcelona,1,1.694,0.423,219.7,0
Barcelona,1,1.112,0.373,416.6,0
Barcelona,1,0.758,0.26,185.26,0
Barcelona,1,0.765,0.306,159.66,0
Barcelona,1,0.684,0.292,208.53,0
Barcelona,2,0.172,0.151,341.19,0
Barcelona,0,0.381,0.339,341.42,0
Barcelona,1,1.949,0.491,148.02,0
Barcelona,1,1.414,0.399,277.65,0
Barcelona,0,2.602,0.454,185.26,0
Barcelona,0,1.017,0.193,340.26,0
Barcelona,0,1.042,0.218,340.26,0
Barcelona,0,0.999,0.181,340.26,0
Barcelona,2,2.022,0.211,416.37,0
Barcelona,2,1.679,0.478,499.69,0
Barcelona,1,0.907,0.601,300.93,0
Barcelona,1,1.076,0.413,167.8,0
Barcelona,1,1.175,0.329,167.8,0
Barcelona,1,1.334,0.414,156.17,0
Barcelona,1,0.668,0.368,182.93,0
Barcelona,2,0.614,0.256,501.08,0
Barcelona,1,0.916,0.408,231.57,0
Barcelona,1,0.518,0.167,248.8,0
Barcelona,1,1.679,0.246,173.62,0
Barcelona,1,2.122,0.109,138.94,0
Barcelona,1,1.265,0.262,179.44,0
Barcelona,1,1.059,0.243,208.53,0
Barcelona,1,0.923,0.262,223.19,0
Barcelona,2,1.213,0.407,810.16,0
Barcelona,1,0.821,0.308,567.18,0
Barcelona,1,1.739,0.228,111.02,0
Barcelona,1,1.305,0.479,181.77,0
Barcelona,1,0.722,0.447,180.37,0
Barcelona,1,1.975,0.371,138.94,0
Barcelona,1,2.646,0.452,104.03,0
Barcelona,1,1.095,0.157,231.57,0
Barcelona,1,1.031,0.27,137.55,0
Barcelona,1,1.156,0.131,238.32,0
Barcelona,1,1.711,0.459,297.44,0
Barcelona,1,1.4,0.325,173.62,0
Barcelona,1,1.275,0.256,173.62,0
Barcelona,1,1.145,0.32,229.25,0
Barcelona,1,1.795,0.43,156.17,0
Barcelona,1,1.324,0.522,229.25,0
Barcelona,1,0.981,0.327,242.98,0
Barcelona,1,0.921,0.325,185.26,0
Barcelona,1,1.674,0.694,204.58,0
Barcelona,1,0.728,0.401,455.93,0
Barcelona,1,1.661,0.336,115.67,0
Barcelona,1,1.705,0.716,138.94,0
Barcelona,1,1.806,0.444,174.79,0
Barcelona,2,1.824,0.467,306.51,0
Barcelona,2,2.307,0.345,686.34,0
Barcelona,1,1.897,0.377,179.44,0
Barcelona,1,1.131,0.153,254.61,0
Barcelona,1,0.578,0.28,161.98,0
Barcelona,1,1.193,0.137,173.62,0
Barcelona,1,1.111,0.052,173.62,0
Barcelona,1,0.655,0.225,223.19,0
Barcelona,1,1.279,0.215,185.26,0
Barcelona,1,1.124,0.302,173.62,0
Barcelona,1,0.673,0.186,150.58,0
Barcelona,1,0.569,0.098,223.19,0
Barcelona,2,1.251,0.251,300.93,0
Barcelona,1,1.27,0.445,229.25,0
Barcelona,0,1.611,0.137,150.58,0
Barcelona,1,1.161,0.12,196.9,0
Barcelona,1,1.106,0.147,358.65,0
Barcelona,1,1.185,0.118,358.65,0
Barcelona,1,0.693,0.382,312.57,0
Barcelona,1,0.711,0.199,400.54,0
Barcelona,2,1.839,0.402,624.9,0
Barcelona,1,1.876,0.472,306.51,0
Barcelona,1,0.281,0.269,318.15,0
Barcelona,1,0.648,0.22,208.53,0
Barcelona,1,1.232,0.171,196.9,0
Barcelona,1,1.392,0.314,219.7,0
Barcelona,1,1.646,0.491,219.7,0
Barcelona,1,1.632,0.4,196.9,0
Barcelona,1,3.28,0.154,122.19,0
Barcelona,1,1.516,0.416,196.9,0
Barcelona,1,1.612,0.391,219.7,0
Barcelona,1,1.482,0.457,150.58,0
Barcelona,1,1.402,0.404,196.9,0
Barcelona,1,1.488,0.14,242.98,0
Barcelona,1,3.367,0.077,128.01,0
Barcelona,1,1.622,0.125,196.9,0
Barcelona,1,3.256,0.168,122.19,0
Barcelona,1,1.369,0.417,156.17,0
Barcelona,1,1.713,0.463,134.29,0
Barcelona,1,1.022,0.248,254.61,0
Barcelona,1,0.715,0.414,271.84,0
Barcelona,1,1.427,0.479,173.62,0
Barcelona,1,1.395,0.301,196.9,0
Barcelona,1,1.092,0.305,150.58,0
Barcelona,1,0.813,0.557,138.94,0
Barcelona,1,1.159,0.109,190.84,0
Barcelona,1,1.218,0.322,189.91,0
Barcelona,1,1.092,0.284,157.56,0
Barcelona,1,1.654,0.145,208.3,0
Barcelona,1,1.492,0.634,161.75,0
Barcelona,1,1.124,0.483,335.61,0
Barcelona,1,1.549,0.587,293.71,0
Barcelona,1,0.746,0.479,223.19,0
Barcelona,1,0.717,0.472,223.19,0
Barcelona,1,1.141,0.142,303.02,0
Barcelona,1,0.688,0.146,273.0,0
Barcelona,3,1.445,0.545,481.53,0
Barcelona,1,0.433,0.138,150.58,0
Barcelona,0,0.954,0.269,283.47,0
Barcelona,1,1.353,0.242,266.25,0
Barcelona,1,1.126,0.146,225.75,0
Barcelona,1,1.007,0.709,129.63,0
Barcelona,1,1.206,0.434,269.74,0
Barcelona,1,1.622,0.797,208.3,0
Barcelona,1,0.501,0.201,232.5,0
Barcelona,1,0.478,0.228,223.19,0
Barcelona,1,0.481,0.232,223.19,0
Barcelona,1,1.089,0.224,138.94,0
Barcelona,2,1.293,0.428,414.27,0
Barcelona,1,1.425,0.247,161.98,0
Barcelona,1,1.34,0.318,150.58,0
Barcelona,1,0.269,0.217,252.29,0
Barcelona,1,1.849,0.539,242.98,0
Barcelona,1,0.702,0.411,214.12,0
Barcelona,1,1.194,0.202,335.61,0
Barcelona,1,1.23,0.164,277.65,0
Barcelona,1,1.424,0.208,171.29,0
Barcelona,1,1.181,0.377,347.24,0
Barcelona,1,1.691,0.495,136.38,0
Barcelona,1,0.894,0.257,137.55,0
Barcelona,1,1.376,0.732,178.28,0
Barcelona,1,1.436,0.675,132.89,0
Barcelona,1,1.355,0.298,146.39,0
Barcelona,1,1.155,0.263,428.24,0
Barcelona,1,1.135,0.321,335.61,0
Barcelona,1,1.479,0.173,219.7,0
Barcelona,1,1.478,0.187,196.9,0
Barcelona,1,1.703,0.417,196.9,0
Barcelona,2,1.357,0.265,161.98,0
Barcelona,1,0.375,0.355,136.38,0
Barcelona,1,1.47,0.09,145.93,0
Barcelona,1,2.069,0.143,353.06,0
Barcelona,1,1.943,0.348,145.93,0
Barcelona,1,0.757,0.154,318.15,0
Barcelona,2,1.785,0.337,462.91,0
Barcelona,1,1.793,0.503,208.53,0
Barcelona,1,0.718,0.259,214.12,0
Barcelona,1,1.699,0.174,152.68,0
Barcelona,1,2.181,0.528,107.52,0
Barcelona,1,1.061,0.254,134.29,0
Barcelona,1,1.766,0.452,115.67,0
Barcelona,1,2.667,0.382,196.9,0
Barcelona,3,0.975,0.502,925.83,0
Barcelona,1,1.027,0.362,324.2,0
Barcelona,1,2.601,0.749,298.83,0
Barcelona,1,1.559,0.44,150.58,0
Barcelona,1,1.734,0.536,104.03,0
Barcelona,1,1.538,0.6,225.52,0
Barcelona,1,0.764,0.344,196.66,0
Barcelona,3,0.749,0.395,567.18,0
Barcelona,1,1.777,0.53,171.29,0
Barcelona,1,2.017,0.381,240.88,0
Barcelona,1,0.881,0.442,182.93,0
Barcelona,1,0.345,0.1,182.93,0
Barcelona,1,0.689,0.387,205.97,0
Barcelona,1,0.308,0.3,157.56,0
Barcelona,1,0.663,0.262,185.26,0
Barcelona,2,0.92,0.237,324.2,0
Barcelona,1,1.271,0.446,229.25,0
Barcelona,1,1.318,0.506,229.25,0
Barcelona,1,0.303,0.285,161.98,0
Barcelona,1,0.757,0.441,135.45,0
Barcelona,1,0.539,0.199,205.97,0
Barcelona,1,1.803,0.351,190.84,0
Barcelona,2,1.518,0.143,343.52,0
Barcelona,1,1.444,0.4,127.31,0
Barcelona,1,1.369,0.471,127.31,0
Barcelona,1,0.857,0.364,161.98,0
Barcelona,1,1.441,0.408,127.31,0
Barcelona,1,1.73,0.237,127.31,0
Barcelona,1,1.015,0.45,138.94,0
Barcelona,1,1.649,0.318,127.31,0
Barcelona,1,0.262,0.253,150.58,0
Barcelona,1,2.174,0.339,236.0,0
Barcelona,1,0.769,0.202,155.0,0
Barcelona,1,1.337,0.524,229.25,0
Barcelona,1,1.354,0.549,229.25,0
Barcelona,1,2.474,0.732,127.31,0
Barcelona,2,1.11,0.432,448.72,0
Barcelona,1,2.162,0.331,236.0,0
Barcelona,2,0.986,0.517,300.93,0
Barcelona,1,1.307,0.661,202.48,0
Barcelona,0,2.56,0.603,161.98,0
Barcelona,1,2.457,0.723,120.32,0
Barcelona,1,2.275,0.523,123.82,0
Barcelona,1,2.075,0.08,208.53,0
Barcelona,1,1.037,0.566,150.58,0
Barcelona,1,0.781,0.09,194.1,0
Barcelona,1,1.171,0.164,205.97,0
Barcelona,1,1.338,0.442,225.75,0
Barcelona,2,0.334,0.32,671.21,0
Barcelona,1,0.966,0.371,185.26,0
Barcelona,1,1.303,0.389,190.84,0
Barcelona,2,0.745,0.051,856.24,0
Barcelona,1,1.327,0.424,202.48,0
Barcelona,1,1.947,0.347,225.52,0
Barcelona,1,0.884,0.208,185.26,0
Barcelona,1,0.703,0.117,242.98,0
Barcelona,1,0.748,0.118,324.2,0
Barcelona,1,1.199,0.095,196.9,0
Barcelona,1,0.868,0.329,161.98,0
Barcelona,1,0.556,0.196,113.58,0
Barcelona,2,0.386,0.328,775.25,0
Barcelona,1,0.848,0.206,416.6,0
Barcelona,2,1.416,0.446,217.38,0
Barcelona,1,0.73,0.478,156.17,0
Barcelona,1,1.769,0.179,196.9,0
Barcelona,1,0.647,0.291,167.8,0
Barcelona,1,0.919,0.196,168.97,0
Barcelona,1,0.949,0.183,173.62,0
Barcelona,1,1.045,0.388,156.4,0
Barcelona,1,1.014,0.383,254.61,0
Barcelona,1,0.407,0.323,159.66,0
Barcelona,1,0.9,0.297,324.2,0
Barcelona,1,1.604,0.013,196.9,0
Barcelona,1,2.054,0.175,196.9,0
Barcelona,1,0.971,0.296,173.62,0
Barcelona,1,1.056,0.329,185.26,0
Barcelona,1,0.623,0.078,256.94,0
Barcelona,1,0.872,0.163,150.58,0
Barcelona,1,0.638,0.35,370.52,0
Barcelona,1,0.924,0.487,161.98,0
Barcelona,1,2.292,0.175,159.66,0
Barcelona,1,0.823,0.449,182.93,0
Barcelona,1,2.064,0.09,219.7,0
Barcelona,1,1.528,0.147,182.93,0
Barcelona,1,2.26,0.208,159.66,0
Barcelona,1,1.521,0.138,182.93,0
Barcelona,1,1.584,0.634,266.25,0
Barcelona,1,1.71,0.324,150.58,0
Barcelona,1,1.63,0.286,143.37,0
Barcelona,1,2.526,0.572,196.9,0
Barcelona,1,0.957,0.683,138.94,0
Barcelona,1,0.812,0.342,185.26,0
Barcelona,1,0.872,0.622,161.98,0
Barcelona,1,1.619,0.054,124.98,0
Barcelona,1,0.347,0.329,180.6,0
Barcelona,1,0.271,0.267,173.62,0
Barcelona,1,0.372,0.356,180.6,0
Barcelona,1,0.363,0.356,180.6,0
Barcelona,2,0.518,0.313,868.11,0
Barcelona,1,0.747,0.456,335.37,0
Barcelona,1,1.94,0.059,229.25,0
Barcelona,1,1.772,0.573,115.67,0
Barcelona,2,1.425,0.267,368.19,0
Barcelona,1,0.898,0.323,196.9,0
Barcelona,1,0.423,0.078,357.48,0
Barcelona,1,1.241,0.278,161.98,0
Barcelona,1,1.257,0.203,179.44,0
Barcelona,1,0.164,0.185,404.96,0
Barcelona,1,2.475,0.276,161.98,0
Barcelona,1,0.914,0.42,211.79,0
Barcelona,2,1.123,0.143,761.51,0
Barcelona,3,1.171,0.276,577.42,0
Barcelona,1,2.91,0.631,202.71,0
Barcelona,3,1.122,0.179,705.89,0
Barcelona,0,1.138,0.554,474.32,0
Barcelona,1,1.981,0.051,127.31,0
Barcelona,2,1.988,0.299,712.87,0
Barcelona,2,1.988,0.299,712.87,0
Barcelona,2,1.988,0.299,712.87,0
Barcelona,2,1.988,0.299,712.87,0
Barcelona,2,1.988,0.299,712.87,0
Barcelona,1,1.534,0.126,173.62,0
Barcelona,1,2.024,0.285,167.8,0
Barcelona,2,1.694,0.389,393.56,0
Barcelona,1,1.139,0.654,474.32,0
Barcelona,1,2.117,0.162,209.46,0
Barcelona,1,1.001,0.31,161.98,0
Barcelona,1,0.909,0.089,451.51,0
Barcelona,1,1.174,0.599,474.32,0
Barcelona,1,2.153,0.142,270.67,0
Barcelona,2,1.726,0.333,370.28,0
Barcelona,1,1.79,0.343,393.56,0
Barcelona,1,0.929,0.21,190.84,0
Barcelona,1,1.201,0.212,214.12,0
Barcelona,2,2.568,0.603,381.92,0
Barcelona,1,1.344,0.497,208.53,0
Barcelona,1,1.518,0.337,298.6,0
Barcelona,1,0.745,0.297,208.53,0
Barcelona,1,1.324,0.273,159.66,0
Barcelona,1,2.324,0.388,129.63,0
Barcelona,1,2.05,0.464,378.43,0
Barcelona,1,0.359,0.206,196.9,0
Barcelona,1,0.315,0.209,171.29,0
Barcelona,1,1.295,0.539,196.9,0
Barcelona,1,1.513,0.139,165.24,0
Barcelona,1,0.72,0.214,179.44,0
Barcelona,1,2.828,0.287,156.17,0
Barcelona,1,1.289,0.304,212.95,0
Barcelona,1,1.088,0.298,166.64,0
Barcelona,1,0.667,0.35,219.7,0
Barcelona,1,1.616,0.753,161.98,0
Barcelona,1,0.868,0.277,132.89,0
Barcelona,1,0.912,0.393,237.16,0
Barcelona,1,0.823,0.431,210.63,0
Barcelona,1,1.038,0.219,150.58,0
Barcelona,1,1.129,0.321,159.66,0
Barcelona,1,0.9,0.136,161.98,0
Barcelona,1,2.047,0.272,173.62,0
Barcelona,1,2.012,0.075,104.03,0
Barcelona,1,0.998,0.35,173.62,0
Barcelona,1,2.637,0.603,254.61,0
Barcelona,1,0.777,0.322,231.34,0
Barcelona,1,0.986,0.399,215.51,0
Barcelona,1,0.871,0.372,196.9,0
Barcelona,1,1.923,0.393,190.84,0
Barcelona,1,0.423,0.212,179.44,0
Barcelona,1,1.092,0.432,194.1,0
Barcelona,2,1.683,0.191,295.11,0
Barcelona,0,1.144,0.702,474.32,0
Barcelona,1,1.122,0.125,266.25,0
Barcelona,1,1.745,0.463,130.8,0
Barcelona,2,1.988,0.299,712.87,0
Barcelona,2,1.836,0.311,370.28,0
Barcelona,2,1.286,0.732,474.32,0
Barcelona,1,1.24,0.544,130.8,0
Barcelona,1,1.222,0.537,226.69,0
Barcelona,3,1.208,0.531,439.64,0
Barcelona,1,1.812,0.311,393.56,0
Barcelona,1,1.788,0.662,161.98,0
Barcelona,3,0.849,0.184,509.23,0
Barcelona,1,1.478,0.504,224.36,0
Barcelona,1,1.808,0.213,393.56,0
Barcelona,2,1.903,0.338,242.98,0
Barcelona,2,0.967,0.224,810.16,0
Barcelona,1,1.93,0.046,116.83,0
Barcelona,3,0.748,0.168,810.16,0
Barcelona,3,0.893,0.162,810.16,0
Barcelona,2,1.018,0.305,439.64,0
Barcelona,1,0.996,0.303,469.9,0
Barcelona,3,1.434,0.329,455.93,0
Barcelona,2,2.91,0.315,356.55,0
Barcelona,1,1.897,0.32,166.64,0
Barcelona,1,1.716,0.662,196.66,0
Barcelona,3,2.381,0.779,596.04,0
Barcelona,3,1.63,0.097,196.9,0
Barcelona,2,0.911,0.148,810.16,0
Barcelona,2,1.696,0.359,1041.73,0
