city,bedrooms,city_center_dist_km,metro_dist_km,daily_price,weekends
Athens,1,1.205,0.275,235.51,1
Athens,1,1.206,0.861,121.62,1
Athens,1,0.495,0.464,281.91,1
Athens,2,0.961,0.501,475.24,1
Athens,0,1.585,0.678,119.51,1
Athens,1,1.446,0.234,104.28,1
Athens,3,0.63,0.459,549.53,1
Athens,1,1.176,0.283,301.36,1
Athens,2,0.91,0.602,347.76,1
Athens,2,1.601,0.321,150.68,1
Athens,1,1.312,0.301,113.42,1
Athens,1,1.434,0.077,119.51,1
Athens,2,0.872,0.588,196.85,1
Athens,1,1.338,1.139,92.56,1
Athens,1,1.963,1.141,116.0,1
Athens,0,1.157,0.35,116.0,1
Athens,2,1.722,0.579,86.94,1
Athens,1,1.104,0.349,254.96,1
Athens,2,1.546,0.294,174.11,1
Athens,0,0.867,0.839,104.28,1
Athens,2,0.646,0.614,81.08,1
Athens,1,1.477,0.264,227.08,1
Athens,2,1.261,0.993,103.11,1
Athens,1,1.35,0.128,156.3,1
Athens,1,1.251,0.307,179.74,1
Athens,1,1.0,0.914,156.54,1
Athens,2,1.016,0.838,150.68,1
Athens,1,0.937,0.797,74.05,1
Athens,1,0.758,0.685,74.05,1
Athens,2,0.487,0.513,211.61,1
Athens,2,0.962,0.612,278.16,1
Athens,2,0.902,0.55,295.74,1
Athens,1,1.467,1.001,145.06,1
Athens,1,1.21,1.188,119.51,1
Athens,1,1.063,0.843,173.18,1
Athens,3,1.714,0.534,215.59,1
Athens,0,1.249,0.284,116.0,1
Athens,2,0.945,0.593,127.72,1
Athens,1,1.321,0.902,138.96,1
Athens,1,1.42,0.263,120.45,1
Athens,1,0.974,0.495,180.91,1
Athens,1,1.177,0.392,134.51,1
Athens,1,1.308,0.321,96.31,1
Athens,2,1.451,1.301,92.8,1
Athens,2,1.152,0.304,206.22,1
Athens,2,1.075,0.572,254.96,1
Athens,1,1.499,0.991,168.02,1
Athens,0,0.632,0.6,108.97,1
Athens,0,0.964,0.49,250.28,1
Athens,1,0.535,0.498,224.73,1
Athens,2,1.118,0.428,260.82,1
Athens,1,1.13,0.421,121.86,1
Athens,1,1.13,0.421,121.86,1
Athens,1,1.445,1.272,162.4,1
Athens,2,0.96,0.492,185.36,1
Athens,2,1.074,0.513,239.73,1
Athens,1,1.345,0.175,92.56,1
Athens,3,1.152,0.304,359.24,1
Athens,1,1.255,1.204,129.59,1
Athens,3,1.124,0.374,359.24,1
Athens,1,0.688,0.353,243.25,1
Athens,1,1.259,0.283,171.3,1
Athens,0,1.429,1.187,110.14,1
Athens,0,1.49,1.198,86.94,1
Athens,0,1.035,0.708,155.37,1
Athens,2,1.104,0.349,140.37,1
Athens,1,1.318,0.311,129.82,1
Athens,3,1.639,1.208,237.62,1
Athens,1,0.505,0.456,208.56,1
Athens,1,1.175,0.326,227.08,1
Athens,2,1.252,0.532,116.0,1
Athens,1,1.475,1.257,75.22,1
Athens,1,1.559,1.154,106.62,1
Athens,2,1.04,0.902,169.19,1
Athens,1,1.273,0.389,104.28,1
Athens,2,1.846,1.125,127.72,1
Athens,1,1.203,0.28,244.65,1
Athens,1,1.247,0.499,127.72,1
Athens,1,1.11,0.471,138.96,1
Athens,1,1.459,1.11,110.14,1
Athens,2,0.869,0.582,614.21,1
Athens,2,1.142,0.327,333.23,1
Athens,2,1.094,0.487,108.97,1
Athens,2,0.587,0.557,394.16,1
Athens,2,0.778,0.68,707.0,1
Athens,1,1.243,0.217,191.46,1
Athens,1,1.531,0.654,168.02,1
Athens,1,0.274,0.249,333.23,1
Athens,1,0.897,0.846,120.45,1
Athens,1,0.983,0.483,163.57,1
Athens,1,1.555,1.226,123.97,1
Athens,2,1.064,1.031,113.42,1
Athens,2,0.7,0.378,254.96,1
Athens,1,0.823,0.74,102.17,1
Athens,1,1.601,0.321,112.48,1
Athens,1,1.308,0.437,138.96,1
Athens,1,1.188,0.267,139.2,1
Athens,1,0.935,0.776,126.31,1
Athens,1,1.269,0.665,170.6,1
Athens,1,1.232,0.504,126.54,1
Athens,2,1.504,0.785,118.11,1
Athens,2,1.366,0.466,148.34,1
Athens,1,0.368,0.344,227.31,1
Athens,0,0.997,0.977,171.54,1
Athens,1,1.247,0.581,85.77,1
Athens,1,1.337,0.755,119.51,1
Athens,3,0.455,0.424,382.68,1
Athens,1,0.971,0.795,92.8,1
Athens,2,1.701,1.348,138.96,1
Athens,1,1.399,0.781,140.37,1
Athens,1,1.272,0.194,210.91,1
Athens,0,1.002,0.983,92.8,1
Athens,1,1.171,0.334,145.99,1
Athens,2,1.062,0.408,293.86,1
Athens,0,0.808,0.457,138.96,1
Athens,2,1.528,0.983,110.14,1
Athens,1,0.869,0.582,212.08,1
Athens,1,1.124,0.823,97.49,1
Athens,1,1.504,0.407,133.34,1
Athens,1,1.254,0.991,145.06,1
Athens,1,1.017,0.484,173.88,1
Athens,0,1.345,0.175,237.62,1
Athens,1,1.151,0.304,202.94,1
Athens,2,1.21,0.424,266.68,1
Athens,1,0.951,0.93,162.4,1
Athens,2,1.657,0.985,133.34,1
Athens,1,0.902,0.717,90.46,1
Athens,0,1.871,1.248,63.74,1
Athens,1,1.346,0.976,113.42,1
Athens,1,1.211,0.869,111.31,1
Athens,4,0.423,0.402,869.17,1
Athens,1,1.467,0.166,220.28,1
Athens,2,1.574,0.427,178.1,1
Athens,1,1.383,1.219,127.72,1
Athens,0,1.137,0.566,81.08,1
Athens,1,1.21,1.182,128.65,1
Athens,2,0.784,0.668,254.96,1
Athens,2,1.063,0.562,185.36,1
Athens,2,0.977,0.755,105.69,1
Athens,2,1.653,1.042,533.36,1
Athens,1,1.222,0.272,684.27,1
Athens,1,1.269,1.078,133.34,1
Athens,1,1.298,0.154,103.11,1
Athens,1,1.081,0.669,213.48,1
Athens,1,0.904,0.798,76.63,1
Athens,2,1.146,0.313,133.11,1
Athens,2,1.297,0.558,156.54,1
Athens,0,1.7,0.916,92.56,1
Athens,1,1.748,0.955,124.9,1
Athens,2,1.17,0.369,134.51,1
Athens,1,1.221,0.319,185.36,1
Athens,2,1.238,0.279,264.8,1
Athens,1,1.254,1.195,104.28,1
Athens,2,1.38,0.537,83.43,1
Athens,1,1.044,0.987,75.22,1
Athens,1,0.869,0.582,142.48,1
Athens,1,0.838,0.614,89.28,1
Athens,2,1.162,1.064,92.8,1
Athens,1,1.708,1.348,69.6,1
Athens,3,0.728,0.696,649.12,1
Athens,2,1.216,0.365,127.48,1
Athens,2,0.897,0.782,159.82,1
Athens,1,1.723,0.521,99.59,1
Athens,2,1.122,0.33,150.68,1
Athens,2,1.205,0.259,223.09,1
Athens,2,1.138,0.414,125.14,1
Athens,1,1.108,0.373,382.68,1
Athens,1,1.582,1.013,80.85,1
Athens,0,0.413,0.393,343.31,1
Athens,2,0.648,0.372,243.25,1
Athens,1,1.394,1.134,133.34,1
Athens,1,1.087,0.381,223.79,1
Athens,1,1.132,0.657,123.03,1
Athens,1,0.814,0.652,226.14,1
Athens,0,0.411,0.39,243.25,1
Athens,2,1.318,0.311,150.68,1
Athens,0,1.609,0.721,81.08,1
Athens,1,1.64,0.759,64.91,1
Athens,2,1.476,0.759,138.96,1
Athens,1,1.705,0.967,162.16,1
Athens,2,0.267,0.238,264.1,1
Athens,2,1.275,0.681,121.62,1
Athens,1,1.555,1.226,126.54,1
Athens,1,1.147,0.305,179.5,1
Athens,1,1.078,0.499,147.87,1
Athens,1,1.607,0.708,104.28,1
Athens,2,0.926,0.526,475.24,1
Athens,0,0.793,0.629,125.14,1
Athens,0,1.408,0.176,86.94,1
Athens,0,1.446,0.893,83.43,1
Athens,1,1.083,0.374,128.65,1
Athens,1,1.77,0.97,84.6,1
Athens,1,1.12,0.336,131.23,1
Athens,1,1.115,0.346,121.86,1
Athens,2,1.08,0.992,183.02,1
Athens,2,1.177,0.392,295.5,1
Athens,0,1.241,0.413,148.34,1
Athens,2,1.35,0.718,281.68,1
Athens,2,1.19,0.767,234.11,1
Athens,2,1.212,0.24,173.88,1
Athens,2,1.132,0.895,201.77,1
Athens,1,1.153,0.512,138.96,1
Athens,1,1.264,0.455,107.8,1
Athens,1,1.286,0.886,91.86,1
Athens,2,1.993,1.18,202.94,1
Athens,1,0.239,0.227,226.14,1
Athens,2,1.21,1.188,92.56,1
Athens,1,1.207,0.443,151.15,1
Athens,1,1.296,0.292,185.83,1
Athens,2,1.01,0.442,184.43,1
Athens,2,0.978,0.95,172.71,1
Athens,2,0.23,0.247,202.94,1
Athens,2,1.639,1.272,169.19,1
Athens,2,1.121,0.39,191.46,1
Athens,1,1.326,0.774,66.08,1
Athens,1,1.76,0.89,83.43,1
Athens,1,1.157,0.495,150.68,1
Athens,1,1.469,1.032,129.12,1
Athens,0,1.024,0.712,98.66,1
Athens,1,1.175,0.49,176.22,1
Athens,1,1.236,0.392,185.36,1
Athens,0,0.296,0.269,196.14,1
Athens,1,1.036,0.517,145.06,1
Athens,1,0.834,0.288,463.76,1
Athens,0,1.074,0.469,148.57,1
Athens,0,0.88,0.667,153.02,1
Athens,0,0.864,0.661,148.57,1
Athens,1,1.271,0.182,242.31,1
Athens,0,1.045,0.486,162.4,1
Athens,1,1.504,0.663,97.49,1
Athens,1,0.852,0.822,138.96,1
Athens,1,0.927,0.614,147.4,1
Athens,2,1.151,0.494,129.82,1
Athens,1,1.302,1.197,138.96,1
Athens,1,0.67,0.639,191.22,1
Athens,1,1.297,1.111,110.84,1
Athens,0,1.088,0.572,127.48,1
Athens,1,1.512,0.29,138.96,1
Athens,2,1.014,0.446,278.4,1
Athens,2,1.384,0.267,212.08,1
Athens,1,1.274,0.203,159.82,1
Athens,2,1.779,0.587,162.16,1
Athens,1,1.671,1.138,114.83,1
Athens,1,0.955,0.499,125.14,1
Athens,1,0.395,0.424,150.68,1
Athens,0,1.117,0.356,110.14,1
Athens,1,1.39,0.883,95.14,1
Athens,2,1.409,0.794,170.6,1
Athens,2,1.345,0.175,216.76,1
Athens,1,1.139,0.588,123.97,1
Athens,3,0.687,0.671,301.36,1
Athens,2,1.528,0.983,140.37,1
Athens,0,1.061,0.4,167.08,1
Athens,2,1.167,0.685,173.88,1
Athens,1,0.916,0.574,97.25,1
Athens,2,0.848,0.832,254.96,1
Athens,1,1.157,0.468,116.0,1
Athens,2,1.535,1.102,92.8,1
Athens,1,1.508,0.331,199.42,1
Athens,2,1.327,0.319,179.74,1
Athens,1,1.085,0.369,155.37,1
Athens,2,1.323,0.443,234.11,1
Athens,1,1.168,0.557,150.68,1
Athens,0,1.07,0.873,80.85,1
Athens,1,1.265,0.304,138.03,1
Athens,0,1.975,1.115,92.56,1
Athens,2,1.709,1.104,101.0,1
Athens,1,0.565,0.533,469.38,1
Athens,0,1.338,1.209,101.0,1
Athens,1,1.122,0.47,183.25,1
Athens,2,1.242,0.362,127.72,1
Athens,0,1.035,0.773,129.82,1
Athens,2,1.255,0.197,172.71,1
Athens,2,0.452,0.472,293.16,1
Athens,2,1.302,0.369,220.28,1
Athens,2,0.902,0.708,289.64,1
Athens,1,1.432,0.793,86.94,1
Athens,2,0.385,0.355,254.96,1
Athens,2,1.596,0.874,145.06,1
Athens,1,1.071,0.929,127.72,1
Athens,1,1.201,0.331,87.88,1
Athens,1,1.342,0.128,92.8,1
Athens,1,1.244,0.207,78.97,1
Athens,1,0.911,0.652,76.39,1
Athens,2,1.311,1.074,168.02,1
Athens,1,1.022,0.705,110.14,1
Athens,1,1.228,0.226,121.86,1
Athens,1,1.057,0.41,168.02,1
Athens,1,1.353,0.843,100.77,1
Athens,1,1.559,0.792,71.94,1
Athens,1,1.0,0.489,125.14,1
Athens,1,0.848,0.61,136.85,1
Athens,0,1.101,0.6,102.17,1
Athens,1,1.211,0.261,155.13,1
Athens,2,0.868,0.68,136.62,1
Athens,2,1.462,0.548,159.82,1
Athens,2,1.689,1.152,148.34,1
Athens,1,1.254,1.109,68.43,1
Athens,2,1.462,0.548,159.82,1
Athens,2,1.511,1.141,113.42,1
Athens,2,0.394,0.361,308.16,1
Athens,2,0.959,0.511,405.64,1
Athens,2,0.756,0.716,382.44,1
Athens,1,1.555,1.226,121.86,1
Athens,1,1.063,0.692,97.49,1
Athens,0,1.292,0.237,86.94,1
Athens,1,0.877,0.765,87.88,1
Athens,2,0.806,0.79,116.0,1
Athens,1,0.635,0.489,220.28,1
Athens,2,0.989,0.891,264.1,1
Athens,1,1.432,0.215,106.39,1
Athens,2,1.168,0.447,159.82,1
Athens,2,1.037,0.501,288.71,1
Athens,1,1.232,0.512,109.2,1
Athens,1,0.852,0.833,168.02,1
Athens,1,0.869,0.582,186.77,1
Athens,1,1.149,0.304,237.62,1
Athens,2,0.937,0.518,301.36,1
Athens,1,1.387,1.199,121.62,1
Athens,1,1.103,0.503,116.0,1
Athens,2,0.345,0.369,197.08,1
Athens,1,1.255,0.878,92.8,1
Athens,2,1.216,0.684,162.16,1
Athens,1,0.897,0.707,127.72,1
Athens,2,0.606,0.509,243.25,1
Athens,3,1.709,1.068,60.46,1
Athens,1,0.992,0.565,127.48,1
Athens,1,1.221,1.151,86.94,1
Athens,1,1.775,1.013,92.56,1
Athens,1,0.871,0.582,198.25,1
Athens,3,1.248,0.487,185.36,1
Athens,2,1.135,1.111,162.16,1
Athens,2,1.026,0.476,292.22,1
Athens,1,1.104,0.349,215.59,1
Athens,1,1.265,0.304,214.42,1
Athens,1,1.293,0.17,315.19,1
Athens,0,1.3,0.218,163.57,1
Athens,1,0.911,0.652,279.1,1
Athens,2,1.118,0.39,337.22,1
Athens,1,1.105,0.357,326.67,1
Athens,3,0.63,0.459,1043.28,1
Athens,1,1.409,1.079,196.85,1
Athens,1,0.998,0.612,315.19,1
Athens,2,1.068,0.589,499.61,1
Athens,2,0.63,0.459,452.04,1
Athens,1,0.453,0.424,292.22,1
Athens,1,0.318,0.29,310.74,1
Athens,1,0.998,0.53,278.4,1
Athens,1,1.911,0.49,145.06,1
Athens,1,1.558,0.155,106.39,1
Athens,2,1.561,0.416,297.85,1
Athens,1,1.816,0.511,149.51,1
Athens,1,1.867,0.416,116.0,1
Athens,1,1.642,0.297,140.37,1
Athens,0,1.622,0.177,87.88,1
Athens,0,1.826,0.637,119.51,1
Athens,1,2.218,0.25,105.45,1
Athens,1,1.911,0.49,128.65,1
Athens,0,1.836,0.317,116.0,1
Athens,1,1.596,0.168,143.65,1
Athens,2,1.541,0.095,138.96,1
Athens,0,2.454,0.378,117.87,1
Athens,1,1.903,0.454,190.05,1
Athens,1,1.403,0.621,148.34,1
Athens,1,1.553,0.143,127.72,1
Athens,1,1.497,0.088,69.6,1
Athens,1,1.64,0.363,69.6,1
Athens,1,1.692,0.315,60.23,1
Athens,2,1.68,0.239,220.28,1
Athens,1,1.684,0.321,184.19,1
Athens,1,1.662,0.423,86.94,1
Athens,2,1.981,0.706,86.94,1
Athens,1,1.633,0.205,102.17,1
Athens,1,2.824,0.405,84.36,1
Athens,2,0.664,0.412,291.99,1
Athens,2,2.385,0.321,119.51,1
Athens,1,1.882,0.391,71.94,1
Athens,1,1.036,0.029,215.59,1
Athens,1,2.074,0.405,90.46,1
Athens,2,1.575,0.29,151.85,1
Athens,1,1.974,0.624,135.45,1
Athens,2,1.293,0.17,208.56,1
Athens,2,1.638,0.192,150.68,1
Athens,2,0.789,0.334,192.16,1
Athens,1,1.726,0.381,133.34,1
Athens,1,2.621,0.964,101.94,1
Athens,1,2.472,0.467,96.08,1
Athens,2,1.672,0.292,104.28,1
Athens,1,1.755,0.326,220.28,1
Athens,1,1.434,0.077,133.34,1
Athens,1,0.994,0.314,153.96,1
Athens,1,1.641,0.445,67.26,1
Athens,1,2.368,0.217,71.94,1
Athens,2,0.654,0.441,229.42,1
Athens,2,1.667,0.249,191.22,1
Athens,1,1.822,0.373,254.96,1
Athens,1,2.408,0.413,95.14,1
Athens,1,1.805,0.408,133.34,1
Athens,1,2.068,0.606,92.56,1
Athens,1,1.653,0.311,104.52,1
Athens,1,2.371,0.3,111.08,1
Athens,2,1.007,0.302,162.4,1
Athens,1,1.583,0.669,78.74,1
Athens,2,1.872,0.452,162.4,1
Athens,2,2.604,0.217,136.62,1
Athens,1,1.884,0.199,82.25,1
Athens,2,1.372,0.172,169.19,1
Athens,0,1.592,0.176,99.59,1
Athens,1,1.439,0.135,152.79,1
Athens,2,2.096,0.177,109.67,1
Athens,2,1.992,0.655,157.48,1
Athens,2,1.619,0.172,140.37,1
Athens,1,2.067,0.777,133.34,1
Athens,1,1.685,0.386,77.57,1
Athens,1,1.955,0.625,125.14,1
Athens,1,2.321,0.469,105.45,1
Athens,1,1.401,0.218,150.68,1
Athens,1,2.638,0.246,154.2,1
Athens,1,0.546,0.366,104.28,1
Athens,1,2.24,0.299,81.08,1
Athens,1,1.814,0.307,76.63,1
Athens,2,2.005,0.667,110.14,1
Athens,1,1.911,0.49,125.14,1
Athens,1,2.149,0.437,121.86,1
Athens,1,0.47,0.396,159.82,1
Athens,1,1.434,0.077,112.48,1
Athens,1,1.434,0.077,119.51,1
Athens,1,2.017,0.524,86.94,1
Athens,1,1.667,0.317,110.14,1
Athens,1,2.102,0.083,67.26,1
Athens,1,2.17,0.463,116.0,1
Athens,1,1.518,0.296,127.48,1
Athens,1,1.315,0.166,161.23,1
Athens,1,1.606,0.608,148.34,1
Athens,2,2.408,0.495,138.96,1
Athens,2,1.774,0.368,164.51,1
Athens,2,1.41,0.301,168.02,1
Athens,1,0.951,0.153,131.23,1
Athens,1,2.347,0.094,125.14,1
Athens,1,2.569,0.653,95.14,1
Athens,0,1.002,0.081,132.17,1
Athens,2,1.963,0.703,145.06,1
Athens,1,1.625,0.379,168.02,1
Athens,2,0.896,0.352,347.76,1
Athens,1,1.745,0.342,59.05,1
Athens,1,2.438,0.363,125.14,1
Athens,1,1.026,0.476,121.86,1
Athens,1,2.708,0.784,104.28,1
Athens,2,1.487,0.166,136.62,1
Athens,2,1.496,0.135,179.5,1
Athens,2,1.825,0.437,243.25,1
Athens,1,0.86,0.548,202.94,1
Athens,1,0.901,0.459,168.02,1
Athens,1,1.992,0.589,100.77,1
Athens,1,1.715,0.374,159.82,1
Athens,1,1.955,0.407,104.28,1
Athens,0,1.461,0.073,132.17,1
Athens,1,1.626,0.266,101.94,1
Athens,1,2.6,0.252,105.69,1
Athens,1,1.964,0.651,206.45,1
Athens,2,1.742,0.408,184.19,1
Athens,1,1.96,0.518,116.0,1
Athens,2,1.967,0.565,196.85,1
Athens,0,1.009,0.984,110.14,1
Athens,1,2.129,0.702,82.25,1
Athens,1,1.707,0.338,138.96,1
Athens,1,1.805,0.533,154.2,1
Athens,1,2.431,0.056,116.0,1
Athens,1,2.475,0.113,107.8,1
Athens,2,0.632,0.494,254.96,1
Athens,2,1.509,0.113,172.71,1
Athens,3,1.982,0.751,254.96,1
Athens,1,2.742,0.397,97.49,1
Athens,1,1.777,0.39,96.08,1
Athens,2,2.007,0.518,178.33,1
Athens,2,1.853,0.866,78.5,1
Athens,1,2.197,0.488,134.51,1
Athens,2,1.716,0.422,237.62,1
Athens,0,1.537,0.175,121.86,1
Athens,1,1.434,0.077,128.65,1
Athens,1,1.428,0.41,313.08,1
Athens,2,1.911,0.49,150.68,1
Athens,1,1.684,0.321,142.48,1
Athens,1,1.014,0.333,116.0,1
Athens,1,1.652,0.431,102.17,1
Athens,2,1.734,0.33,220.28,1
Athens,1,1.454,0.233,127.48,1
Athens,1,2.064,0.788,69.6,1
Athens,2,1.615,0.286,150.68,1
Athens,2,1.521,0.614,185.36,1
Athens,1,0.71,0.546,204.11,1
Athens,1,0.469,0.39,162.4,1
Athens,1,2.024,0.643,162.4,1
Athens,2,1.531,0.277,197.08,1
Athens,3,1.858,0.267,181.85,1
Athens,1,1.73,0.673,110.14,1
Athens,1,1.305,0.239,306.52,1
Athens,1,1.565,0.235,153.02,1
Athens,2,1.62,0.213,164.51,1
Athens,1,2.588,0.193,104.28,1
Athens,1,1.644,0.388,64.91,1
Athens,1,0.748,0.388,245.82,1
Athens,1,2.189,0.161,138.96,1
Athens,0,1.998,0.569,150.68,1
Athens,3,0.659,0.434,287.54,1
Athens,2,1.753,0.418,116.0,1
Athens,1,1.851,0.297,138.96,1
Athens,2,1.201,0.269,243.25,1
Athens,0,1.911,0.49,86.94,1
Athens,1,1.851,0.297,138.96,1
Athens,2,2.153,0.318,121.86,1
Athens,2,1.855,0.536,136.85,1
Athens,1,1.883,0.52,120.45,1
Athens,2,1.761,0.456,125.14,1
Athens,1,2.148,0.781,116.0,1
Athens,2,1.149,0.676,138.96,1
Athens,1,2.302,0.176,127.72,1
Athens,1,1.967,0.565,98.66,1
Athens,1,2.075,0.413,92.56,1
Athens,1,2.255,0.565,102.17,1
Athens,3,2.002,0.593,138.96,1
Athens,1,1.501,0.377,105.45,1
Athens,1,1.371,0.171,173.88,1
Athens,2,2.877,0.45,121.62,1
Athens,3,1.584,0.521,158.65,1
Athens,1,1.851,0.297,138.96,1
Athens,1,1.851,0.297,138.96,1
Athens,1,1.851,0.297,138.96,1
Athens,2,1.907,0.219,150.68,1
Athens,1,2.521,0.397,113.66,1
Athens,2,2.38,0.375,134.51,1
Athens,1,0.549,0.579,149.27,1
Athens,2,1.749,0.357,166.85,1
Athens,1,1.401,0.218,105.69,1
Athens,1,2.808,0.423,104.28,1
Athens,1,1.403,0.428,136.62,1
Athens,1,2.188,0.297,101.0,1
Athens,2,1.77,0.372,185.36,1
Athens,1,1.929,0.493,104.28,1
Athens,1,2.361,0.605,79.91,1
Athens,1,1.914,0.258,97.49,1
Athens,1,1.809,0.439,136.85,1
Athens,2,2.769,0.386,104.28,1
Athens,1,2.312,0.284,150.68,1
Athens,1,1.819,0.425,83.43,1
Athens,0,2.48,0.613,86.94,1
Athens,0,2.192,0.499,46.4,1
Athens,0,1.787,0.356,110.14,1
Athens,1,1.582,0.154,104.05,1
Athens,1,1.717,0.283,119.51,1
Athens,1,1.903,0.221,120.45,1
Athens,1,1.645,0.428,81.08,1
Athens,1,2.939,0.539,126.31,1
Athens,1,1.993,0.584,113.66,1
Athens,1,2.939,0.539,126.31,1
Athens,1,2.939,0.539,126.31,1
Athens,1,2.939,0.539,126.31,1
Athens,1,2.939,0.539,126.31,1
Athens,2,1.621,0.175,133.34,1
Athens,2,1.731,0.702,90.46,1
Athens,1,1.318,0.478,141.78,1
Athens,1,1.622,0.28,97.49,1
Athens,1,0.587,0.431,92.8,1
Athens,2,0.857,0.529,104.28,1
Athens,3,0.641,0.47,315.19,1
Athens,1,1.864,0.496,111.08,1
Athens,1,1.93,0.67,133.34,1
Athens,2,1.347,0.134,179.74,1
Athens,1,2.107,0.334,95.14,1
Athens,1,1.842,0.465,134.04,1
Athens,1,1.967,0.565,104.52,1
Athens,0,1.977,0.236,78.97,1
Athens,1,2.766,0.389,100.77,1
Athens,1,2.065,0.337,104.52,1
Athens,2,0.573,0.601,426.5,1
Athens,2,2.217,0.147,121.62,1
Athens,0,2.531,0.093,97.25,1
Athens,1,1.846,0.261,107.8,1
Athens,1,1.684,0.321,154.2,1
Athens,1,1.411,0.164,177.4,1
Athens,2,1.667,0.218,157.71,1
Athens,1,1.843,0.406,108.97,1
Athens,1,2.103,0.155,69.6,1
Athens,1,1.235,0.391,127.48,1
Athens,2,1.869,0.693,111.31,1
Athens,2,1.694,0.417,162.16,1
Athens,1,2.059,0.434,116.94,1
Athens,1,1.439,0.135,179.74,1
Athens,1,1.727,0.405,118.11,1
Athens,0,2.124,0.801,136.85,1
Athens,0,2.496,0.438,110.14,1
Athens,0,1.782,0.384,157.71,1
Athens,1,1.628,0.235,167.08,1
Athens,1,2.65,0.588,80.14,1
Athens,1,2.261,0.57,95.14,1
Athens,1,2.046,0.711,127.72,1
Athens,2,2.021,0.295,162.4,1
Athens,2,0.838,0.302,231.76,1
Athens,1,2.192,0.805,104.28,1
Athens,1,1.326,0.322,162.4,1
Athens,1,1.296,0.169,168.02,1
Athens,1,1.78,0.338,173.88,1
Athens,2,1.61,0.236,200.36,1
Athens,1,2.807,1.143,92.56,1
Athens,1,1.742,0.408,102.17,1
Athens,1,1.936,0.583,113.66,1
Athens,1,0.729,0.297,183.02,1
Athens,2,1.434,0.077,221.45,1
Athens,1,1.825,0.437,150.68,1
Athens,1,1.583,0.229,129.82,1
Athens,1,1.998,0.455,87.88,1
Athens,1,2.076,0.67,86.94,1
Athens,0,1.535,0.55,145.29,1
Athens,0,1.852,0.22,87.88,1
Athens,2,1.871,0.575,153.02,1
Athens,0,1.535,0.55,155.6,1
Athens,2,1.992,0.591,121.15,1
Athens,1,1.882,0.591,86.94,1
Athens,1,0.562,0.571,86.94,1
Athens,2,2.134,0.724,116.0,1
Athens,2,2.588,0.524,116.0,1
Athens,1,2.562,0.519,104.52,1
Athens,1,2.156,0.319,114.83,1
Athens,1,1.591,0.549,77.57,1
Athens,1,1.8,0.452,128.18,1
Athens,2,1.624,0.19,116.0,1
Athens,2,2.057,0.02,92.8,1
Athens,1,1.865,0.583,108.97,1
Athens,1,1.348,0.163,122.79,1
Athens,1,1.948,0.172,136.62,1
Athens,1,1.926,0.217,136.62,1
Athens,1,1.842,0.267,112.25,1
Athens,1,1.58,0.073,138.96,1
Athens,2,2.061,0.09,220.28,1
Athens,2,2.128,0.712,164.51,1
Athens,1,1.993,0.476,150.68,1
Athens,1,1.477,0.14,116.47,1
Athens,1,1.809,0.369,92.8,1
Athens,1,1.806,0.42,119.75,1
Athens,1,2.056,0.142,131.0,1
Athens,1,1.857,0.413,145.06,1
Athens,0,1.072,0.355,133.34,1
Athens,1,1.825,0.437,96.08,1
Athens,1,2.581,0.466,90.46,1
Athens,1,1.8,0.427,150.68,1
Athens,2,0.62,0.397,213.48,1
Athens,1,1.906,0.559,147.17,1
Athens,1,1.897,0.557,145.06,1
Athens,0,1.473,0.198,120.45,1
Athens,1,2.033,0.66,173.88,1
Athens,1,1.875,0.225,92.8,1
Athens,2,2.03,0.683,121.62,1
Athens,1,2.223,0.328,86.94,1
Athens,1,0.843,0.299,137.09,1
Athens,2,1.839,0.388,173.88,1
Athens,1,1.087,0.259,140.14,1
Athens,1,1.658,0.407,84.6,1
Athens,2,1.368,0.304,131.7,1
Athens,1,1.76,0.477,157.48,1
Athens,2,1.654,0.22,202.94,1
Athens,1,1.954,0.582,122.79,1
Athens,1,2.064,0.69,122.79,1
Athens,0,1.773,0.392,106.62,1
Athens,2,2.347,0.107,85.77,1
Athens,1,2.253,0.232,150.68,1
Athens,1,1.443,0.047,82.25,1
Athens,1,0.442,0.406,296.67,1
Athens,2,2.167,0.174,111.31,1
Athens,2,2.11,0.448,145.06,1
Athens,1,2.144,0.337,104.28,1
Athens,2,2.896,0.47,160.05,1
Athens,2,1.968,0.605,138.96,1
Athens,1,2.93,0.463,122.79,1
Athens,1,2.392,0.082,136.62,1
Athens,2,1.556,0.184,171.54,1
Athens,1,2.031,0.705,138.03,1
Athens,1,2.08,0.77,128.65,1
Athens,1,1.073,0.37,156.3,1
Athens,1,1.558,0.109,138.03,1
Athens,2,1.787,0.493,151.85,1
Athens,3,1.865,0.583,168.02,1
Athens,2,1.943,0.604,110.14,1
Athens,0,1.967,0.565,89.28,1
Athens,1,1.825,0.506,111.31,1
Athens,1,1.266,0.078,119.51,1
Athens,1,1.875,0.602,133.34,1
Athens,2,2.724,0.284,57.88,1
Athens,2,2.255,0.19,96.08,1
Athens,2,1.813,0.497,127.72,1
Athens,2,1.858,0.67,111.31,1
Athens,2,1.967,0.565,141.54,1
Athens,1,1.374,0.324,99.59,1
Athens,1,1.083,0.449,126.54,1
Athens,1,2.009,0.598,121.86,1
Athens,1,1.431,0.281,89.99,1
Athens,1,1.902,0.541,138.96,1
Athens,1,1.662,0.408,190.05,1
Athens,1,0.562,0.552,254.96,1
