city,bedrooms,city_center_dist_km,daily_price,weekends
London,2,14.964,438.16,1
Amsterdam,2,1.469,614.44,0
London,2,3.207,588.91,0
London,1,3.938,722.03,0
London,0,3.807,233.31,0
London,3,4.675,386.65,0
London,0,14.096,234.72,1
Amsterdam,2,0.288,1044.69,0
London,1,3.74,507.77,1
London,1,4.867,413.7,0
London,1,5.756,364.07,0
Barcelona,3,1.985,491.77,0
Amsterdam,1,1.733,782.7,1
London,1,1.612,470.14,0
Amsterdam,1,1.455,454.85,1
London,2,4.778,908.54,1
London,0,4.185,379.83,0
London,1,4.603,512.95,1
London,2,2.988,735.67,1
Amsterdam,0,6.961,288.71,1
London,0,2.603,362.19,0
Amsterdam,0,1.702,497.74,0
London,1,4.586,369.72,0
Barcelona,1,1.663,298.6,1
London,2,14.564,425.46,1
Barcelona,2,2.949,462.68,1
London,2,4.47,682.99,1
London,2,4.273,818.22,1
London,2,3.264,699.45,0
Barcelona,2,0.42,672.38,0
Amsterdam,3,3.925,326.67,0
London,2,7.485,426.63,0
London,1,4.875,262.94,0
Amsterdam,1,3.003,1044.69,1
London,1,4.915,341.49,1
London,0,3.974,654.77,0
Amsterdam,1,2.595,405.64,0
London,0,3.994,207.44,0
London,1,4.348,431.57,0
Barcelona,2,2.765,497.59,0
London,2,5.043,579.98,1
London,1,3.249,409.7,1
London,1,3.977,322.91,0
Amsterdam,1,0.517,1941.98,1
London,1,3.075,296.57,1
London,1,11.373,295.16,1
London,2,3.026,947.11,1
London,2,3.571,1135.73,1
London,1,1.327,468.97,1
London,1,8.056,266.47,1
London,1,6.449,439.8,1
Amsterdam,2,2.954,768.17,1
London,1,7.096,408.76,1
Amsterdam,1,1.018,1106.32,0
London,2,5.8,708.86,0
London,2,1.857,517.42,1
London,0,3.792,335.14,1
London,1,3.602,579.98,0
London,2,7.067,582.09,1
London,1,4.998,466.61,0
Amsterdam,2,2.325,534.53,0
Barcelona,2,3.32,1038.94,1
Amsterdam,0,2.615,331.83,0
London,1,3.602,466.38,1
London,2,6.38,620.66,0
Amsterdam,1,0.336,482.98,0
London,1,3.981,372.54,1
London,1,4.876,465.44,1
Amsterdam,1,10.189,386.9,1
London,1,15.008,358.43,1
London,1,2.398,401.0,1
Amsterdam,3,1.575,983.29,1
London,3,7.407,628.9,1
Amsterdam,2,2.426,1155.53,1
London,1,7.593,438.16,1
London,1,5.081,506.6,0
London,2,2.065,644.18,0
London,1,4.969,489.66,0
London,1,5.578,283.4,1
London,1,3.296,616.67,0
London,1,0.59,818.22,1
Amsterdam,1,1.668,288.71,1
London,1,3.708,309.27,1
Amsterdam,2,2.388,467.04,0
London,1,9.846,242.24,1
London,2,1.361,885.02,1
London,1,6.876,520.71,0
London,2,2.771,786.0,1
London,1,3.075,285.05,0
London,0,4.622,321.97,1
London,2,7.497,375.13,1
London,1,5.656,264.82,0
London,1,5.264,344.08,1
London,2,3.058,1008.73,0
London,1,3.916,422.63,1
Amsterdam,1,1.01,909.47,1
London,2,7.432,451.33,1
London,1,6.639,238.48,1
London,2,0.893,1356.33,0
London,1,4.733,232.84,0
London,2,3.683,446.62,0
Barcelona,2,0.745,1249.56,1
Barcelona,2,1.676,393.09,0
London,1,3.226,280.58,0
London,1,6.615,297.51,0
Amsterdam,3,0.916,699.04,0
Amsterdam,1,0.496,1044.69,0
London,2,4.228,770.71,1
Amsterdam,1,6.763,332.06,1
Amsterdam,1,2.272,485.55,1
Amsterdam,2,2.863,577.41,0
Amsterdam,1,1.662,393.46,1
London,2,3.807,743.67,1
Amsterdam,3,3.705,753.4,1
Amsterdam,1,3.61,378.69,0
London,2,13.619,367.6,1
London,2,4.564,658.76,0
Barcelona,0,0.849,439.87,1
London,0,4.422,323.38,0
London,1,0.398,673.11,0
London,1,3.562,487.08,0
Barcelona,1,0.996,652.83,1
London,1,7.528,360.78,1
London,3,6.33,750.02,1
London,1,4.059,375.83,0
London,1,1.688,465.2,0
London,2,5.054,592.68,1
Amsterdam,2,2.79,567.81,1
Barcelona,0,1.144,474.32,0
London,2,3.216,1466.4,0
London,0,5.545,373.72,1
London,0,4.185,353.25,1
Amsterdam,2,2.341,508.75,1
London,1,8.061,309.27,1
London,1,4.28,479.32,0
Amsterdam,1,2.895,307.22,0
London,1,3.402,408.05,0
London,2,5.021,569.16,1
London,1,0.439,573.63,0
London,2,4.401,573.39,1
London,1,4.309,289.75,1
Amsterdam,1,2.296,582.8,1
London,0,4.702,405.7,0
London,1,5.849,296.1,1
London,1,8.379,422.63,1
Amsterdam,2,7.822,513.67,1
Amsterdam,1,0.475,460.95,1
London,1,6.071,238.01,1
Amsterdam,1,0.336,482.98,1
London,1,2.938,349.26,1
London,2,7.991,225.31,0
London,1,3.229,530.12,0
Barcelona,1,2.846,399.14,1
London,2,5.537,717.8,0
London,2,6.945,1608.93,0
Amsterdam,1,4.161,325.73,1
London,2,10.331,333.73,0
London,1,3.655,372.54,1
London,1,0.782,770.71,1
Amsterdam,1,3.135,393.46,1
London,0,5.675,207.67,1
London,1,2.466,528.94,1
London,0,3.84,246.24,1
London,1,3.034,867.38,1
Barcelona,2,1.548,712.87,0
London,2,5.273,430.4,1
London,2,3.582,452.74,0
London,1,9.821,271.17,0
London,0,4.561,379.83,0
London,1,9.29,727.2,0
London,1,3.078,432.04,1
London,0,3.175,370.89,1
London,1,4.543,404.76,1
Amsterdam,2,2.614,538.51,0
Barcelona,2,1.425,368.19,0
London,0,4.966,243.19,1
London,2,3.267,639.01,0
London,1,4.714,449.92,1
London,3,4.117,787.41,1
London,2,5.988,831.16,0
Amsterdam,3,4.052,491.88,1
London,3,3.98,841.98,0
London,2,5.533,583.03,0
Amsterdam,1,1.331,1013.99,0
London,3,4.741,1045.65,0
London,0,5.335,190.97,0
London,1,4.954,349.02,1
London,1,6.038,301.28,1
London,2,4.947,625.6,1
Amsterdam,1,4.774,479.46,1
Amsterdam,1,3.698,378.69,0
London,2,3.508,706.27,1
Amsterdam,1,1.332,823.47,1
London,0,3.293,470.38,1
London,2,3.904,753.78,0
London,2,7.091,535.53,1
London,1,5.802,394.65,1
London,1,3.515,401.7,0
London,1,6.333,444.51,0
London,1,10.323,245.54,1
London,2,8.512,421.46,1
London,2,1.241,542.35,0
London,0,4.983,375.6,0
London,3,4.488,505.19,0
London,2,5.149,645.36,0
London,1,8.063,408.76,1
London,2,3.488,670.05,1
Barcelona,2,1.985,491.77,0
London,1,4.283,898.42,1
Barcelona,2,2.489,1252.36,0
London,1,4.436,362.19,0
London,0,3.84,245.07,1
London,0,4.119,268.12,1
London,1,6.076,208.85,1
Barcelona,1,0.996,469.9,0
Amsterdam,1,2.333,368.62,1
Amsterdam,3,2.956,722.71,0
London,2,4.335,1066.82,1
Amsterdam,1,1.871,393.46,0
London,2,3.879,451.09,1
Amsterdam,1,1.681,442.67,1
London,2,7.447,432.04,1
London,1,5.961,349.02,1
London,1,2.498,575.51,1
London,1,4.436,360.78,1
London,2,3.343,833.04,1
London,2,3.393,671.23,0
London,1,2.708,426.63,1
London,3,5.732,1042.36,1
Amsterdam,2,1.171,841.75,0
Amsterdam,1,3.372,675.6,0
London,3,4.791,1009.2,1
London,1,5.423,314.45,1
London,1,3.265,238.01,1
Barcelona,1,0.638,370.52,0
London,1,4.584,322.21,0
London,2,5.878,451.09,1
Amsterdam,1,2.01,479.46,1
Amsterdam,2,3.746,614.44,0
London,1,3.718,907.12,1
London,0,4.88,265.76,0
London,1,8.063,293.75,0
London,0,3.141,573.16,1
London,1,1.476,405.23,0
London,3,7.269,477.43,1
London,3,6.156,1086.1,0
London,1,0.233,463.32,1
London,1,3.571,508.71,0
London,1,7.516,783.18,0
Amsterdam,2,2.495,264.1,0
London,1,3.73,397.0,1
London,1,8.275,314.45,1
London,1,3.496,335.14,1
London,2,2.081,858.91,0
London,1,5.142,376.3,1
London,1,5.431,259.18,0
London,2,6.046,666.06,1
London,1,6.029,252.12,0
London,0,9.046,170.28,1
Amsterdam,0,1.801,331.83,1
Barcelona,1,1.28,514.81,1
London,1,5.788,226.49,1
London,2,5.932,567.04,1
London,1,6.442,361.96,0
London,1,4.84,346.43,1
London,1,6.25,697.1,1
London,3,7.782,810.7,0
London,1,3.563,668.64,0
London,2,4.865,566.57,0
London,3,7.938,682.99,1
London,2,4.3,872.55,1
London,2,2.335,981.68,0
London,2,1.57,699.69,0
Amsterdam,1,3.627,424.16,1
London,0,5.907,245.07,0
Amsterdam,1,3.141,515.78,0
London,1,1.945,388.06,1
London,1,5.381,452.5,1
London,2,5.718,554.11,0
London,2,3.775,616.2,1
Amsterdam,3,1.749,823.47,0
Amsterdam,0,4.157,307.22,1
London,2,14.91,465.91,0
London,1,2.376,882.66,1
Amsterdam,2,1.141,1155.3,0
London,2,5.917,655.94,1
London,1,6.113,793.76,0
Amsterdam,2,0.364,1136.55,0
London,1,3.803,410.17,1
Barcelona,3,1.624,765.01,0
London,2,5.489,956.51,0
London,1,3.162,458.15,0
London,2,2.867,894.89,0
London,1,4.03,425.46,0
London,1,4.269,323.38,1
London,0,4.601,444.51,0
Amsterdam,2,2.984,691.54,1
London,1,2.169,504.48,0
London,2,6.297,542.11,1
London,2,2.817,1252.62,1
London,0,2.133,296.34,1
Amsterdam,3,2.956,747.55,1
London,2,10.331,351.84,1
London,0,9.046,167.92,0
London,1,3.98,326.21,1
London,1,1.222,592.21,0
London,0,3.95,362.66,0
London,1,4.028,522.59,1
London,1,5.165,435.81,1
London,0,4.895,212.85,1
Amsterdam,2,3.575,546.72,1
London,1,4.038,341.73,1
London,1,4.825,400.53,0
London,1,7.6,303.86,1
London,1,5.876,281.99,1
London,1,2.884,501.42,1
London,1,5.985,284.58,1
London,1,2.379,418.87,1
Amsterdam,0,2.835,589.83,1
Amsterdam,1,1.162,1032.5,0
London,1,4.615,444.51,0
London,2,3.391,569.63,1
London,1,6.009,298.69,1
Amsterdam,1,1.412,546.72,0
London,2,5.927,470.61,1
London,0,9.873,277.05,0
Amsterdam,0,1.724,504.07,1
London,1,4.303,394.65,1
London,2,5.927,505.19,0
London,0,4.028,452.03,0
London,1,4.221,478.84,1
London,1,8.282,300.1,1
London,0,7.751,266.94,1
London,1,3.71,492.25,0
London,1,7.867,229.54,1
London,3,8.781,696.86,1
London,2,4.319,665.82,0
London,1,8.676,232.84,1
Amsterdam,1,3.3,421.34,0
London,2,8.379,235.66,1
London,1,4.945,193.56,0
Amsterdam,2,2.943,409.39,0
London,1,6.017,258.24,0
London,1,3.002,987.56,0
Amsterdam,1,0.568,823.47,0
Amsterdam,1,1.909,443.61,0
Amsterdam,0,1.879,387.13,0
London,1,3.569,429.22,1
Amsterdam,3,3.197,1136.55,0
London,2,6.167,1059.53,0
London,1,9.114,399.59,1
London,1,3.239,478.37,0
Amsterdam,1,3.542,473.13,1
Amsterdam,3,2.532,706.54,0
Amsterdam,3,7.76,614.44,1
London,1,4.366,364.78,1
London,1,5.507,763.19,1
London,1,5.809,149.11,1
London,1,7.073,278.23,1
London,1,3.977,501.66,1
London,2,1.217,1414.9,0
Barcelona,1,1.149,589.99,0
London,1,4.646,268.12,1
Barcelona,2,4.087,451.28,0
London,1,5.442,494.84,1
London,1,5.097,646.53,1
London,1,4.73,385.24,1
London,0,6.709,258.94,1
London,1,3.287,541.17,1
London,0,5.687,250.95,1
Barcelona,0,0.381,468.73,1
London,2,2.065,646.77,1
Amsterdam,1,1.9,546.95,1
London,1,4.416,517.18,0
Amsterdam,2,2.271,491.88,1
London,2,0.325,670.05,1
London,1,1.507,497.42,0
London,1,3.492,335.14,1
London,2,4.768,676.4,0
London,2,5.516,1067.05,1
London,1,5.673,354.43,1
London,1,0.127,608.2,1
Amsterdam,2,2.041,935.25,1
Amsterdam,2,1.273,789.02,1
London,1,6.449,438.16,0
London,1,4.854,388.06,1
London,0,5.976,450.15,1
London,1,6.075,290.69,1
London,2,5.181,425.46,1
London,2,4.543,889.25,1
Amsterdam,2,2.265,626.39,0
London,0,4.959,572.21,0
Amsterdam,1,2.521,342.61,0
London,2,2.4,819.87,1
London,1,5.911,436.98,0
London,1,4.123,459.09,1
Barcelona,2,1.599,324.2,0
London,1,1.929,547.05,0
Amsterdam,1,1.733,640.45,1
London,2,4.747,953.46,1
Barcelona,1,3.177,236.23,0
London,0,5.053,214.73,0
London,1,4.701,179.92,1
London,1,6.244,297.51,1
Amsterdam,1,2.835,626.63,1
London,2,5.578,575.98,0
Barcelona,1,1.63,370.28,1
Barcelona,0,0.892,495.26,0
Amsterdam,1,3.571,310.97,0
London,1,3.103,367.13,1
London,1,4.138,442.39,0
London,1,4.819,354.19,1
London,1,4.316,284.58,1
London,2,17.296,427.57,0
London,1,4.796,419.81,0
London,2,1.352,592.68,0
London,0,3.538,368.07,0
London,2,0.324,671.7,0
London,1,6.045,425.46,0
London,0,8.193,264.35,0
London,1,4.489,435.57,0
Barcelona,3,2.503,879.51,1
London,2,3.698,756.37,1
London,1,4.93,435.1,0
London,2,6.074,426.63,1
London,2,1.965,646.53,1
Barcelona,3,2.746,671.21,1
London,1,2.378,966.39,1
London,1,3.335,400.76,1
Amsterdam,2,1.738,1044.69,0
London,3,3.704,602.32,0
London,1,2.931,431.57,1
London,0,2.492,603.02,1
London,1,3.065,438.16,1
Barcelona,2,1.808,1309.84,1
London,1,4.156,354.19,0
London,1,3.555,297.28,1
Amsterdam,1,4.029,384.79,0
London,1,4.067,528.47,1
London,2,3.057,903.6,0
London,1,4.077,348.08,1
London,1,4.355,289.99,0
London,2,5.8,756.37,1
London,3,3.289,658.29,0
London,1,6.463,476.73,0
Amsterdam,0,0.319,663.65,1
London,0,5.863,269.06,1
London,1,6.298,271.64,1
London,0,0.357,509.89,1
London,1,4.371,575.98,0
London,2,6.102,555.99,1
London,1,4.615,691.93,1
Amsterdam,1,1.835,410.56,1
Amsterdam,3,7.969,1210.37,0
London,1,0.543,868.55,1
London,3,6.426,786.0,1
London,1,4.019,414.4,0
London,0,5.806,203.67,1
London,2,3.293,643.01,0
London,2,3.236,549.64,0
London,2,14.163,695.69,1
London,1,3.25,530.12,0
Barcelona,1,1.583,314.66,1
London,1,3.953,439.57,1
London,1,1.621,555.28,0
London,1,4.847,271.17,0
Amsterdam,2,2.141,1751.46,1
London,0,8.311,321.97,1
Amsterdam,2,1.467,860.26,1
Barcelona,2,2.3,474.32,0
London,1,5.497,321.97,1
London,0,4.468,354.19,1
London,0,1.729,496.48,0
London,2,9.239,476.96,0
Barcelona,1,1.803,597.2,1
Barcelona,2,3.011,439.87,0
Amsterdam,2,1.604,1290.51,1
London,1,0.34,612.9,1
London,0,4.924,243.19,0
London,1,7.199,206.73,1
London,1,6.344,242.01,0
London,3,4.556,915.36,0
London,2,8.498,926.41,1
Barcelona,2,2.311,678.19,0
Amsterdam,2,3.88,796.52,1
London,1,4.307,602.55,0
Amsterdam,2,1.118,946.03,0
London,1,6.693,453.44,0
London,1,7.778,356.78,1
London,0,3.84,238.48,0
London,2,4.947,597.85,0
London,2,0.939,1015.31,1
Barcelona,1,0.916,481.3,0
Barcelona,2,0.387,1038.94,1
London,2,4.994,734.5,1
London,0,1.099,774.95,0
Amsterdam,1,0.691,965.01,0
London,1,5.383,438.16,1
London,1,2.365,318.21,0
London,2,2.672,599.97,1
London,1,0.84,957.69,1
London,1,7.746,270.7,1
London,0,3.902,564.45,1
London,1,1.208,695.92,0
London,1,7.516,762.72,1
London,2,7.239,487.08,0
Amsterdam,0,2.138,420.41,1
London,2,0.321,1847.64,1
London,2,2.282,743.67,1
London,2,2.909,844.33,0
London,1,2.409,661.35,0
Barcelona,1,1.793,561.13,0
London,0,4.491,405.7,1
London,1,1.493,496.01,0
London,1,3.661,341.49,0
London,2,3.052,957.69,1
London,1,5.028,424.99,0
London,1,4.193,271.64,0
London,0,3.125,362.19,0
London,1,5.518,354.43,1
Barcelona,2,1.115,417.76,0
London,0,8.172,253.06,0
London,2,4.098,835.16,1
London,0,0.669,633.6,1
Amsterdam,1,1.738,544.37,1
London,2,0.465,1118.09,0
Amsterdam,2,1.93,811.05,0
Amsterdam,2,4.221,639.98,0
London,1,5.887,237.07,0
Barcelona,2,1.564,589.99,0
Amsterdam,1,3.418,798.63,1
London,2,5.94,515.53,0
London,1,5.315,349.02,1
London,1,6.026,373.72,1
London,1,4.126,872.08,0
London,2,4.67,1142.55,1
London,1,2.335,773.3,1
London,2,2.781,567.04,1
Amsterdam,1,2.034,410.33,1
London,3,4.539,956.04,0
London,0,5.508,209.32,0
London,1,5.006,356.78,1
Amsterdam,1,3.91,368.85,0
London,1,5.517,468.97,1
London,1,1.926,605.85,0
London,1,4.714,351.84,1
London,2,3.564,511.54,0
London,1,6.125,322.21,0
London,2,0.205,1011.55,1
Amsterdam,1,2.705,537.34,1
London,1,6.262,288.34,1
Amsterdam,1,2.034,410.33,0
London,2,7.805,386.65,1
London,3,8.28,525.18,1
London,0,6.141,323.15,1
London,1,1.898,643.01,0
London,3,16.477,549.87,1
London,2,5.645,450.86,0
London,1,7.478,232.84,0
London,1,4.608,446.39,1
London,2,4.148,463.79,1
London,2,7.403,384.06,0
London,1,4.716,231.9,1
London,2,5.717,513.65,0
London,0,3.528,323.15,0
London,0,5.816,377.71,1
Amsterdam,1,2.446,737.23,0
Amsterdam,2,1.995,1665.69,1
London,0,5.062,289.99,0
London,1,5.893,465.2,0
London,2,9.969,439.8,1
London,0,3.091,517.42,1
London,1,6.41,412.29,1
London,2,5.389,1013.43,1
London,2,1.353,641.83,1
London,1,2.331,664.64,1
London,2,3.655,739.67,1
Amsterdam,2,3.695,716.38,0
London,1,4.327,378.89,1
London,2,6.027,682.99,1
London,1,5.713,239.19,0
Amsterdam,1,3.135,393.46,0
London,1,3.974,563.28,1
London,1,5.759,255.18,1
Amsterdam,2,0.327,1057.11,1
Barcelona,2,1.644,792.7,0
London,0,7.857,289.05,1
London,2,5.851,492.96,1
Barcelona,3,2.05,652.59,0
London,1,8.126,236.6,0
London,0,4.185,353.96,0
London,1,1.386,908.77,1
Amsterdam,1,1.305,589.83,1
London,2,5.419,439.1,0
Amsterdam,1,3.266,516.25,1
Amsterdam,1,1.75,623.11,1
London,2,1.541,1643.03,1
London,0,4.206,232.13,1
London,2,5.873,464.5,1
London,2,6.174,666.06,1
London,0,6.009,271.41,1
London,2,3.59,670.05,1
London,1,5.105,387.83,0
London,2,3.145,798.23,1
Amsterdam,2,2.162,1096.48,1
London,2,3.122,798.0,0
London,1,4.126,996.26,1
London,1,2.868,301.51,1
London,2,5.972,466.38,0
London,2,1.399,1398.2,1
London,2,5.685,532.47,0
Barcelona,2,1.11,448.72,1
London,0,5.591,245.3,1
London,1,4.948,387.83,1
London,1,6.479,354.43,1
London,2,4.019,309.74,1
London,2,3.207,642.77,1
Amsterdam,1,1.436,919.08,0
London,0,1.891,366.19,0
Amsterdam,2,1.838,639.05,0
London,2,3.529,408.05,0
London,1,6.967,270.7,0
Barcelona,2,1.783,439.64,1
Amsterdam,1,1.155,934.08,1
London,0,3.84,243.42,0
London,1,4.586,374.89,1
Barcelona,1,1.142,428.24,1
London,1,9.164,327.38,0
Amsterdam,3,2.195,1066.48,0
London,1,4.602,400.06,0
London,0,3.14,470.85,1
Amsterdam,0,0.744,474.3,1
London,2,0.763,1098.57,1
Amsterdam,2,1.977,682.16,0
Amsterdam,1,0.782,971.11,1
London,2,4.236,689.34,0
London,1,5.496,247.42,1
London,3,4.895,903.6,0
London,0,3.935,335.14,0
Amsterdam,1,2.332,307.22,1
London,2,4.295,618.55,1
Amsterdam,1,2.67,771.68,0
London,1,6.718,709.09,0
London,0,3.935,360.78,1
London,2,3.585,670.05,0
London,2,3.42,463.79,0
Amsterdam,2,6.805,583.98,0
London,2,1.444,698.28,1
London,2,4.795,884.31,0
Amsterdam,2,2.093,983.29,1
London,0,4.7,405.94,1
London,1,3.077,256.83,1
Amsterdam,2,1.61,1488.29,1
Amsterdam,1,0.227,613.27,1
Barcelona,1,1.124,335.61,0
London,1,5.368,219.2,1
London,0,6.591,180.39,1
Barcelona,2,0.745,856.24,0
Amsterdam,2,1.353,1049.38,1
London,2,7.65,300.1,0
Amsterdam,1,1.835,403.07,0
London,0,3.212,525.88,0
London,1,3.422,397.94,0
London,0,4.158,248.83,1
London,1,5.212,551.28,0
London,1,7.287,166.04,0
London,2,3.596,632.66,0
London,1,4.551,448.27,1
London,1,4.756,271.41,1
Amsterdam,0,3.51,356.43,0
London,2,7.067,581.86,0
London,1,2.975,828.1,1
Barcelona,1,0.975,296.27,0
London,0,5.787,439.8,1
London,2,0.263,902.66,0
London,2,4.381,420.28,1
London,1,2.015,374.89,1
London,0,4.668,444.51,0
Amsterdam,2,0.832,1075.39,1
Barcelona,1,1.876,306.51,0
Barcelona,1,2.599,411.94,0
London,2,7.565,457.44,1
London,1,4.951,502.6,0
London,1,3.899,372.54,1
London,1,9.081,274.7,1
London,3,5.618,857.5,0
Barcelona,2,1.062,703.56,0
London,2,7.905,659.71,1
London,2,1.077,1001.43,0
London,1,4.194,271.88,0
Barcelona,2,0.518,868.11,0
London,2,5.718,555.99,1
London,1,2.573,587.27,1
London,2,6.671,363.37,0
Barcelona,3,2.183,532.04,1
London,0,5.062,290.93,1
London,2,4.853,1167.48,0
London,0,3.712,330.21,0
London,1,9.585,294.93,1
London,1,7.914,431.81,1
Barcelona,2,1.122,528.78,1
Amsterdam,2,3.603,796.29,0
Amsterdam,1,1.792,497.5,1
London,1,0.967,822.22,1
London,2,14.534,386.65,1
London,1,3.265,237.31,0
Barcelona,2,1.814,462.68,0
London,3,6.871,444.51,1
London,1,3.104,322.21,0
Amsterdam,1,3.247,774.26,0
London,2,3.218,438.16,0
Barcelona,1,1.659,322.81,0
London,2,4.751,696.16,0
Barcelona,0,0.381,341.42,0
Barcelona,2,1.782,665.39,1
London,1,11.162,333.73,0
London,1,2.609,514.12,1
London,1,4.484,399.59,0
Amsterdam,1,3.571,310.97,1
Amsterdam,2,4.755,921.66,1
London,1,4.746,501.19,1
Barcelona,1,1.54,455.47,0
London,2,1.427,1001.67,0
Amsterdam,1,1.087,428.14,0
London,0,3.968,359.6,1
London,1,7.401,455.33,1
London,2,4.969,469.44,1
London,2,7.894,355.61,1
Amsterdam,3,2.989,1609.92,0
London,0,3.935,360.78,1
London,1,5.801,387.83,0
London,1,1.724,697.1,1
Amsterdam,2,1.785,642.56,0
Amsterdam,2,0.563,1259.58,1
London,1,6.262,273.05,0
Amsterdam,1,2.946,453.45,0
London,2,2.672,638.77,0
London,0,4.185,353.96,0
London,2,4.052,598.56,0
London,2,5.723,413.7,0
Amsterdam,1,1.776,1029.93,0
London,1,4.643,374.89,1
London,1,1.55,659.71,1
London,1,14.163,271.64,0
London,1,1.159,528.23,0
Barcelona,3,2.91,497.59,0
Barcelona,2,1.598,439.64,0
Amsterdam,2,10.126,288.71,1
London,0,3.576,322.21,1
London,1,3.164,478.37,0
London,1,3.166,554.34,0
Amsterdam,2,3.047,548.12,0
London,3,7.333,399.35,1
London,0,4.276,353.25,1
London,2,1.457,798.7,1
Amsterdam,1,3.91,368.85,1
London,1,2.907,307.63,1
London,1,0.675,452.74,1
London,2,8.498,928.76,0
London,0,4.622,320.8,0
Barcelona,2,0.967,810.16,0
London,1,5.887,253.53,1
Amsterdam,3,2.011,755.98,0
Amsterdam,1,0.829,393.46,1
London,2,17.005,451.09,1
London,1,9.846,242.72,0
Barcelona,2,0.784,613.26,0
London,1,7.262,492.25,0
London,2,1.185,1461.46,0
Amsterdam,1,3.146,335.58,1
Amsterdam,1,3.593,491.65,0
London,1,2.684,748.61,0
London,1,2.8,400.76,0
Amsterdam,3,3.364,599.68,0
London,0,3.655,549.17,0
London,1,9.052,285.75,1
London,0,4.553,433.22,1
London,2,3.556,540.7,1
London,0,2.147,348.55,0
London,0,4.602,300.34,0
Amsterdam,0,2.138,420.41,0
London,1,7.456,294.46,0
Barcelona,1,0.876,468.73,1
Amsterdam,1,6.375,397.21,0
London,1,0.505,1158.54,1
Barcelona,3,2.491,937.46,1
Amsterdam,3,3.629,1199.59,0
Barcelona,3,0.893,647.94,1
Barcelona,1,1.832,607.68,0
London,0,3.968,204.61,0
London,2,5.907,773.07,1
London,2,5.932,465.67,1
London,1,0.735,549.87,1
London,1,2.376,960.04,1
London,0,3.352,334.91,1
London,1,4.867,395.59,1
London,1,2.009,492.72,1
London,1,7.865,239.19,0
London,1,6.964,230.72,1
London,0,4.602,446.39,1
London,1,7.096,403.11,0
London,0,1.856,479.55,1
London,1,5.486,393.71,0
Amsterdam,2,4.19,368.85,1
London,1,4.983,403.35,0
Barcelona,1,1.445,462.68,1
London,1,7.008,210.96,1
London,1,3.766,360.31,0
London,1,4.182,898.42,1
London,2,4.129,336.32,1
Amsterdam,3,4.056,614.44,0
Amsterdam,3,0.948,1652.1,1
Amsterdam,1,3.019,430.25,0
London,2,3.449,708.39,0
London,1,5.019,444.74,1
London,0,3.279,271.41,0
London,1,3.972,345.26,1
Amsterdam,2,2.162,1032.97,0
London,1,5.918,350.67,1
Amsterdam,1,1.063,489.3,0
London,1,4.623,575.27,1
London,1,0.962,597.62,0
Barcelona,2,3.903,819.47,0
Amsterdam,1,4.944,467.04,0
London,1,6.372,446.39,1
London,2,1.574,1214.52,0
London,2,9.277,398.41,1
Barcelona,3,2.974,474.32,0
London,0,3.972,649.36,1
London,2,5.114,604.2,1
London,1,7.653,310.68,1
Amsterdam,3,7.997,940.17,0
London,2,1.532,462.38,0
London,2,5.178,438.16,1
London,1,4.156,483.31,1
London,2,5.043,517.18,0
London,0,5.129,329.03,0
London,1,6.27,245.54,0
London,1,4.017,361.96,0
Amsterdam,1,4.029,384.79,1
Amsterdam,1,1.063,498.91,1
London,2,6.248,582.33,1
London,2,1.643,1362.92,1
Amsterdam,2,2.863,577.41,1
London,1,4.46,332.56,1
London,1,5.097,646.77,0
Barcelona,1,0.638,395.89,1
London,2,0.465,1114.56,1
London,2,4.875,1047.3,1
Amsterdam,2,3.794,374.94,0
London,2,2.537,659.47,1
London,1,4.149,270.7,0
London,1,4.513,439.33,0
London,2,4.666,502.6,0
London,2,3.419,722.03,0
Amsterdam,2,5.902,987.04,1
London,1,7.486,297.28,0
London,2,4.993,306.92,1
London,0,3.5,318.21,1
London,3,6.335,740.85,0
London,1,4.625,231.9,1
London,3,7.333,503.77,0
London,2,6.405,446.39,1
London,1,6.874,243.66,1
London,0,3.241,231.66,0
Barcelona,2,0.737,619.08,0
London,1,7.118,450.39,1
London,0,3.935,345.26,1
Barcelona,1,2.387,273.23,0
London,2,3.158,531.06,0
London,1,4.641,391.35,0
London,2,0.939,994.61,0
London,1,3.086,361.96,0
London,0,4.445,360.78,1
London,3,9.796,224.37,1
Amsterdam,1,3.008,405.88,1
London,1,2.247,478.84,1
London,0,4.177,231.66,1
London,1,9.164,350.67,1
Amsterdam,0,3.387,436.11,1
Barcelona,1,1.812,393.56,0
London,1,2.91,773.07,1
Amsterdam,0,0.843,596.4,1
London,1,2.308,369.01,0
Amsterdam,1,1.51,540.86,1
Amsterdam,3,2.038,1892.77,1
London,1,9.406,116.18,1
London,1,8.441,429.22,0
London,2,1.315,641.83,1
Amsterdam,1,0.875,1450.1,0
London,1,3.279,615.25,0
Amsterdam,1,2.158,640.45,0
London,2,5.723,546.11,1
London,0,4.091,310.92,1
Barcelona,1,0.437,636.54,1
London,1,3.188,530.12,0
London,0,4.185,353.25,1
London,1,2.581,394.65,1
Amsterdam,1,3.625,405.88,1
London,2,4.7,1707.71,1
Barcelona,1,1.287,485.95,0
London,1,2.234,322.21,1
London,0,2.431,619.96,0
London,2,5.135,462.38,0
London,2,3.653,796.35,0
London,2,4.991,450.15,1
London,2,7.205,388.06,1
Amsterdam,2,0.195,1038.36,0
London,1,2.546,325.97,0
