city,bedrooms,city_center_dist_km,daily_price,weekends
Barcelona,2,1.518,343.52,0
London,2,8.823,320.8,1
London,2,4.428,387.83,0
Barcelona,3,1.889,1041.5,0
London,2,1.93,516.24,0
London,2,1.481,805.99,0
Amsterdam,1,2.006,584.91,0
London,1,9.437,250.01,1
London,1,3.177,529.65,0
London,1,4.774,450.15,1
London,1,4.361,259.88,1
London,2,4.458,373.72,1
London,0,3.212,524.47,1
London,1,1.465,725.56,1
London,2,6.174,663.47,0
London,0,3.213,271.41,0
London,1,3.33,419.81,0
London,0,4.098,354.43,1
London,0,0.794,430.63,1
London,0,3.837,548.93,1
London,1,5.876,281.05,0
London,1,4.904,242.24,1
London,2,2.423,852.09,1
London,1,6.524,224.37,0
London,2,5.716,461.91,1
London,1,5.006,232.84,0
London,1,1.434,908.77,1
Amsterdam,0,1.078,430.25,1
London,1,3.819,465.2,1
London,2,4.3,898.66,0
London,1,2.924,349.02,1
London,2,4.273,987.09,0
London,2,6.167,1054.12,1
London,2,6.079,533.64,0
London,1,6.298,310.45,0
London,0,4.837,199.68,1
London,1,4.485,371.13,0
London,2,4.025,446.15,0
London,1,3.406,451.09,1
London,1,6.855,271.41,1
Amsterdam,2,1.014,933.85,0
London,1,4.267,384.77,0
London,1,6.528,207.2,1
Amsterdam,2,2.332,651.23,0
London,1,4.128,570.8,1
Amsterdam,1,2.62,651.23,0
London,1,5.428,375.13,1
London,2,8.089,536.0,1
Amsterdam,2,2.889,1126.94,0
Amsterdam,2,1.062,1198.18,0
London,2,7.313,277.05,1
London,3,9.254,425.22,0
Barcelona,1,1.078,715.2,1
London,1,4.862,310.68,1
London,1,5.813,284.58,0
London,1,4.175,489.19,1
London,0,4.709,381.48,1
London,1,6.28,283.64,1
London,2,4.67,1138.08,0
London,2,8.417,512.95,1
London,0,2.047,302.69,1
London,1,1.702,545.64,0
London,2,2.216,495.78,1
London,1,8.774,620.43,1
London,1,3.895,479.32,1
London,0,4.048,217.78,0
Amsterdam,1,2.068,485.55,0
London,2,3.907,917.47,1
London,2,6.249,581.15,0
London,0,2.854,396.76,1
London,2,4.957,596.2,0
London,1,6.788,376.3,0
London,0,4.185,353.96,0
London,1,3.738,400.76,1
Amsterdam,1,2.943,539.45,0
London,2,3.698,515.53,0
London,2,13.995,283.4,1
London,2,2.368,614.55,1
London,2,0.207,960.04,1
Amsterdam,1,0.505,737.23,0
London,2,7.551,543.05,0
Amsterdam,2,3.81,460.71,1
Amsterdam,2,2.86,388.07,0
London,2,1.705,1033.66,1
London,3,1.45,724.38,1
London,1,2.601,480.73,0
Amsterdam,1,1.483,420.41,1
London,1,5.486,365.95,1
London,2,6.256,465.2,0
London,2,1.071,1005.43,0
Barcelona,1,1.759,645.84,1
London,2,1.718,847.86,1
London,3,4.539,1002.61,1
Amsterdam,2,2.379,833.31,0
London,2,4.489,722.97,0
Amsterdam,2,2.372,737.23,0
London,2,2.885,1159.72,0
London,2,4.292,1174.77,1
London,1,5.264,368.54,0
Amsterdam,2,0.619,774.73,0
London,2,9.371,758.95,0
London,2,5.988,875.84,1
London,2,3.008,662.29,0
London,1,2.68,597.85,1
London,1,10.609,281.52,0
London,1,5.081,445.92,1
London,2,3.579,463.79,1
London,2,5.511,515.3,0
London,3,0.72,1940.78,1
London,0,3.229,289.99,1
London,2,15.448,284.11,0
London,0,5.919,194.03,0
London,1,3.913,489.66,1
London,1,4.371,592.68,1
Amsterdam,0,3.3,410.56,0
Amsterdam,3,3.079,952.59,0
London,1,3.844,348.08,1
Amsterdam,1,2.819,510.16,1
London,0,5.24,401.94,0
London,2,6.087,426.87,1
London,1,4.091,431.57,0
London,3,7.273,296.57,0
London,2,9.867,362.19,1
London,1,3.229,329.5,0
London,1,5.512,824.57,1
London,1,1.869,399.59,1
Amsterdam,2,2.529,786.45,0
London,1,4.567,508.01,1
Amsterdam,1,1.445,589.83,1
London,1,4.792,283.4,1
London,2,4.875,869.73,0
London,1,3.496,336.32,0
Barcelona,2,2.431,514.81,1
London,1,4.044,388.06,1
Amsterdam,1,2.159,1044.69,1
London,2,4.405,492.25,0
London,2,3.773,605.61,0
London,2,7.826,529.18,1
Barcelona,1,1.174,532.04,1
London,1,4.762,369.95,1
Amsterdam,1,3.625,405.64,0
London,1,7.255,201.09,1
London,2,1.349,967.57,1
Amsterdam,2,2.525,718.96,1
London,0,4.445,361.72,0
London,3,2.564,1494.63,0
London,1,3.779,529.65,1
London,0,4.817,565.63,0
Amsterdam,2,2.981,773.09,0
London,0,4.428,359.6,1
London,1,3.098,568.92,1
Barcelona,1,0.876,341.42,0
Amsterdam,1,2.319,491.65,1
London,0,3.787,543.99,1
London,2,7.799,475.79,1
London,1,4.091,388.06,1
London,0,7.598,293.75,1
London,1,1.159,476.26,1
London,0,5.893,204.14,0
London,2,9.503,214.73,0
London,2,7.723,317.27,0
Amsterdam,2,3.307,884.87,1
London,1,5.56,543.05,0
Barcelona,2,2.51,547.16,0
Amsterdam,1,1.495,596.16,1
London,0,4.564,423.1,1
London,1,5.171,362.19,1
Amsterdam,1,3.584,325.5,0
Barcelona,2,2.356,479.2,0
London,1,4.952,322.21,1
London,1,5.08,291.4,1
London,2,6.509,509.65,1
London,1,5.849,361.25,0
London,2,8.417,514.12,0
London,2,14.843,384.06,1
London,2,5.94,515.53,0
Barcelona,1,1.229,514.81,1
London,1,5.213,363.37,0
London,2,2.852,1668.9,1
London,2,5.21,225.55,1
London,1,7.607,317.03,1
London,2,3.748,866.44,1
London,2,5.887,362.19,0
London,1,4.733,289.75,0
London,1,3.095,504.48,0
London,0,7.599,284.11,0
London,2,4.057,544.7,0
London,0,3.626,322.21,1
London,2,4.693,511.07,1
Amsterdam,3,3.629,1199.59,1
London,1,2.454,451.8,0
London,1,0.296,1158.54,1
Amsterdam,1,3.403,319.64,0
London,1,0.59,613.61,0
London,1,3.097,528.47,1
London,1,0.844,652.88,1
London,1,14.951,362.43,0
London,2,7.888,330.68,1
London,1,5.034,465.67,1
London,1,5.552,417.46,1
London,2,6.102,555.99,0
London,1,6.125,323.38,1
London,2,7.051,465.44,0
Barcelona,1,1.757,438.48,0
London,2,3.858,451.09,0
London,1,5.961,334.91,1
London,1,3.992,335.14,1
London,2,9.113,362.19,0
London,2,3.488,671.7,0
London,1,4.157,704.86,1
Amsterdam,1,1.584,496.8,1
London,1,7.979,280.82,1
London,2,4.336,352.78,0
London,2,3.6,431.81,1
Amsterdam,1,3.462,405.64,0
London,0,4.185,353.25,1
London,0,4.428,285.52,0
London,2,5.94,517.42,1
Amsterdam,3,7.151,958.45,0
Amsterdam,3,3.769,1069.29,1
Amsterdam,2,1.071,516.02,0
Amsterdam,1,3.608,368.85,1
Barcelona,1,1.025,596.04,0
Amsterdam,1,3.47,399.55,0
London,2,0.55,917.24,0
London,1,7.526,431.34,0
Barcelona,1,2.438,486.19,1
London,1,0.481,726.97,0
London,0,4.428,285.05,1
London,1,1.375,690.75,1
London,0,3.14,481.43,0
Barcelona,2,2.072,472.46,1
London,1,1.251,532.0,1
Amsterdam,2,2.332,651.23,1
London,2,13.757,205.79,0
London,2,3.411,556.22,1
London,2,4.003,1085.4,0
London,3,8.045,698.51,1
London,0,5.43,311.16,0
London,2,1.153,1401.96,1
London,1,4.027,193.09,0
London,2,2.781,555.99,0
London,1,1.633,625.13,1
Amsterdam,0,3.294,571.56,1
London,2,4.28,872.79,0
London,2,7.651,336.32,0
Amsterdam,1,3.418,798.63,0
London,0,3.271,438.16,1
London,2,7.997,329.73,1
Amsterdam,0,3.3,410.56,1
London,1,7.827,349.26,0
London,2,1.074,1067.29,1
London,2,7.723,315.62,1
Barcelona,2,1.068,691.93,0
Amsterdam,2,1.931,1376.51,0
London,2,3.856,626.31,1
Barcelona,0,1.144,532.04,1
Amsterdam,2,2.203,817.14,1
London,1,1.49,438.16,1
Amsterdam,2,2.499,362.76,1
Barcelona,1,2.863,607.68,0
London,1,5.918,349.26,1
London,1,4.783,314.45,1
London,1,7.554,762.72,1
London,1,1.69,640.18,1
London,1,2.7,417.93,1
London,2,0.893,1353.04,1
London,1,4.389,412.29,0
London,1,7.069,310.45,0
London,1,4.783,268.59,0
London,1,0.501,1305.77,1
London,2,2.716,1630.09,1
London,2,4.372,563.28,1
London,1,7.233,378.89,0
Amsterdam,1,2.87,718.96,0
London,2,0.566,788.59,0
London,1,0.369,625.13,1
London,1,5.106,347.84,1
Barcelona,2,0.138,719.85,0
London,3,6.031,982.62,1
London,1,1.345,541.17,1
London,1,7.082,231.9,1
London,3,4.062,995.79,1
London,1,9.819,257.77,1
London,1,6.147,386.42,1
London,1,5.468,361.96,0
London,1,3.749,551.52,0
Amsterdam,2,0.364,1137.02,1
Amsterdam,2,6.843,565.46,1
London,1,5.518,341.49,1
Barcelona,3,3.476,780.13,0
London,1,9.753,215.2,1
Amsterdam,1,2.125,491.65,0
London,2,4.923,413.46,0
Barcelona,2,3.407,399.14,1
London,1,6.356,322.21,1
London,1,4.7,491.07,0
Amsterdam,3,1.575,1005.09,0
London,2,7.091,507.77,0
Amsterdam,1,0.985,737.23,0
London,2,4.365,758.95,0
London,1,9.881,218.96,1
Barcelona,1,1.196,474.32,0
London,1,5.184,393.0,0
London,1,3.829,537.64,0
London,1,6.263,368.54,1
London,2,2.296,702.27,0
Amsterdam,2,3.746,638.81,1
Amsterdam,1,3.408,425.09,1
Amsterdam,1,1.352,581.16,1
London,1,3.645,245.07,1
Barcelona,2,1.694,393.56,0
London,0,4.702,407.35,1
London,1,6.112,327.38,1
London,2,7.565,474.14,1
Barcelona,2,1.293,414.27,1
Amsterdam,1,1.445,589.83,0
London,1,1.55,859.62,0
Amsterdam,1,1.165,1714.67,1
Barcelona,2,3.476,712.87,0
Amsterdam,2,2.984,691.54,0
London,1,4.519,381.48,1
Amsterdam,3,4.0,1167.25,0
London,1,4.614,270.23,1
London,1,1.229,474.14,0
London,2,1.733,1530.85,1
Barcelona,2,1.795,520.63,0
London,1,6.599,806.7,1
London,2,5.922,443.1,0
London,3,1.45,721.56,0
London,1,4.017,258.71,1
Amsterdam,1,4.2,490.24,1
London,2,4.237,620.43,0
London,1,3.492,336.79,0
London,1,4.73,385.24,0
London,1,11.036,224.37,1
London,1,3.988,337.73,0
London,1,7.244,337.5,0
Amsterdam,2,1.602,921.66,0
London,1,5.942,289.99,0
London,2,8.157,439.8,1
London,0,7.87,269.06,1
London,0,3.655,547.76,1
Amsterdam,3,4.193,817.14,0
London,1,5.817,644.18,0
London,1,3.678,309.27,1
London,0,4.028,458.85,1
Amsterdam,1,3.627,424.16,0
London,1,3.917,300.34,1
London,2,5.96,540.46,1
London,1,7.2,418.87,1
London,2,2.938,612.9,1
London,1,5.391,364.54,0
London,1,2.491,956.98,1
London,1,5.949,237.07,0
London,3,8.655,388.06,1
London,1,7.593,490.84,0
London,1,4.127,491.07,1
London,2,3.67,540.93,0
London,1,1.192,713.09,0
London,2,2.559,466.61,0
London,1,0.373,773.54,1
London,0,3.902,566.81,0
London,2,3.529,457.44,1
Barcelona,3,2.401,1770.66,1
London,2,3.411,554.34,0
London,2,4.801,869.96,0
London,0,6.936,191.68,0
London,0,9.225,290.69,0
London,1,5.301,570.1,0
Barcelona,2,2.488,324.2,0
London,1,5.987,342.91,1
Barcelona,3,1.666,596.04,0
London,2,3.838,651.94,0
London,3,6.787,446.39,1
London,1,2.018,403.35,1
London,1,3.899,373.95,0
London,1,4.673,391.35,0
London,2,4.134,585.15,1
London,1,5.503,296.57,1
London,1,4.259,560.46,1
Barcelona,2,3.22,439.87,0
Barcelona,1,1.618,440.8,0
London,1,6.103,433.22,0
London,0,4.17,378.89,1
London,1,4.389,413.93,1
London,1,7.889,206.73,1
Amsterdam,1,1.66,460.95,0
London,1,3.146,817.99,1
London,2,3.82,619.96,0
London,2,4.901,607.49,0
Barcelona,1,1.287,532.04,1
Amsterdam,1,0.864,1049.61,1
London,0,4.502,405.94,1
London,1,3.664,328.32,1
London,1,5.383,386.65,1
London,1,2.026,556.22,1
Amsterdam,2,1.147,798.63,0
London,3,8.28,500.01,0
London,3,9.873,569.16,1
London,2,5.306,863.38,1
London,3,1.295,1987.58,0
London,1,3.072,374.42,0
Barcelona,1,1.583,314.66,0
London,1,7.084,194.03,1
London,1,0.588,726.97,0
Barcelona,2,0.563,619.08,0
London,1,4.876,441.92,1
Amsterdam,1,2.825,381.04,0
London,1,2.398,470.38,0
London,1,8.597,309.27,0
London,1,2.907,307.63,0
Amsterdam,2,2.421,473.37,1
London,0,8.114,238.48,0
London,1,5.264,329.26,0
London,1,3.146,820.34,0
Barcelona,1,2.782,327.46,0
London,2,10.226,294.22,0
London,1,4.175,457.91,0
Amsterdam,2,1.506,1044.69,0
Amsterdam,1,1.961,675.6,0
London,2,3.416,652.88,0
Amsterdam,1,5.146,394.39,0
Amsterdam,3,4.0,1167.48,1
London,0,7.507,336.32,1
Amsterdam,1,1.578,743.56,0
London,1,4.862,305.75,0
London,1,0.766,452.27,0
London,0,4.16,217.78,0
London,2,2.659,1157.13,0
London,1,7.523,468.5,1
London,1,6.781,269.29,0
London,1,5.402,360.78,1
London,0,5.72,238.01,1
London,1,4.316,465.67,1
Barcelona,2,0.967,647.94,1
Amsterdam,1,2.728,307.22,0
Amsterdam,3,2.182,1296.6,1
London,0,4.959,574.57,1
London,2,4.183,997.44,0
London,1,8.076,296.57,0
London,1,4.259,561.87,0
London,1,5.785,245.54,1
London,0,5.669,242.48,1
Amsterdam,1,3.343,424.16,1
Barcelona,2,0.468,672.38,0
Barcelona,2,3.432,393.79,0
London,2,7.977,572.21,1
London,3,0.484,935.11,0
London,3,8.449,599.97,1
London,1,3.839,270.7,1
Amsterdam,2,2.855,796.29,0
Barcelona,3,1.985,413.11,0
London,1,5.708,373.95,0
Amsterdam,1,5.732,196.61,0
London,0,4.804,413.46,0
Barcelona,1,1.783,446.39,1
Barcelona,2,1.251,830.87,1
London,1,9.821,270.7,1
London,1,2.507,537.17,0
Amsterdam,2,3.963,890.96,0
London,1,5.732,501.42,0
London,2,5.043,565.86,0
Amsterdam,3,1.412,669.74,0
London,2,5.002,500.01,0
Amsterdam,1,3.568,417.83,1
London,2,7.298,257.3,1
Barcelona,1,1.476,367.96,0
Amsterdam,3,2.987,568.98,0
London,1,0.995,675.23,1
Barcelona,1,1.529,323.5,1
London,1,3.207,529.65,0
London,1,8.21,232.84,0
Barcelona,2,1.308,830.87,1
Amsterdam,1,3.327,378.69,1
London,2,3.801,1479.1,1
Amsterdam,3,6.447,792.77,0
Amsterdam,2,2.141,1148.74,0
London,0,1.856,460.26,0
London,3,6.871,445.45,0
London,1,7.395,348.79,0
London,0,4.428,359.37,0
Amsterdam,2,3.614,918.14,1
London,1,6.15,606.32,0
Amsterdam,1,5.244,491.88,1
London,2,6.023,449.21,0
Amsterdam,2,1.769,651.23,1
London,1,4.861,633.6,1
Barcelona,1,3.008,382.85,0
London,1,2.989,674.29,0
London,2,4.489,719.21,1
London,1,3.902,302.69,0
London,1,9.333,360.78,1
London,1,3.313,568.92,0
London,1,0.373,714.27,0
London,0,4.805,167.69,1
London,2,5.017,451.09,1
Amsterdam,2,10.73,678.65,1
London,1,5.583,426.4,1
London,0,3.167,452.97,1
London,1,3.17,362.19,0
Amsterdam,1,2.379,467.04,0
London,0,4.573,407.35,1
Barcelona,1,1.197,509.23,1
London,2,5.892,621.37,0
Amsterdam,1,0.864,1041.17,0
London,2,8.288,408.29,0
Amsterdam,1,2.895,307.22,1
London,2,2.562,651.94,1
London,2,3.319,432.98,0
London,1,7.547,191.21,1
London,2,4.24,695.69,1
London,1,4.316,271.64,0
Amsterdam,1,0.505,737.23,1
London,1,4.241,500.01,1
Amsterdam,2,2.855,796.52,1
London,2,0.91,1544.02,0
London,2,6.463,764.6,1
Barcelona,3,0.576,902.55,0
London,2,7.598,562.34,0
London,2,9.317,567.04,1
Amsterdam,1,0.895,678.41,1
Barcelona,1,2.403,543.91,1
London,1,1.66,1159.72,1
London,1,2.63,740.85,1
London,2,15.448,348.08,1
London,2,4.693,471.08,0
London,1,7.576,388.06,1
Amsterdam,2,2.465,362.52,0
Amsterdam,2,0.535,1163.26,1
Barcelona,3,2.503,769.66,0
London,2,4.589,362.66,0
Amsterdam,1,0.555,734.89,0
London,1,3.226,279.64,1
Amsterdam,1,1.171,509.92,1
Barcelona,1,2.403,543.91,0
London,1,7.512,335.14,1
London,1,5.732,537.88,1
London,1,6.356,323.38,0
London,1,2.541,401.23,1
London,1,4.438,400.29,0
London,2,7.084,336.32,1
Amsterdam,1,1.512,721.53,1
London,1,5.512,828.1,0
Amsterdam,2,1.995,1542.43,0
London,1,3.282,311.86,1
London,0,9.073,104.42,1
London,3,5.756,508.95,1
Amsterdam,3,3.61,768.17,0
London,1,5.966,404.53,0
London,2,2.552,787.18,1
Amsterdam,2,2.249,712.86,0
London,2,3.164,599.26,1
Amsterdam,2,1.994,700.44,0
London,2,4.387,844.33,0
London,2,1.828,1045.41,1
London,0,2.482,336.32,1
London,1,3.714,575.98,1
Amsterdam,2,0.123,1388.7,0
London,2,5.763,596.44,1
London,1,9.277,455.09,1
London,2,5.94,515.53,0
London,1,4.13,360.78,0
Barcelona,2,1.619,509.23,0
London,1,4.277,289.75,1
Barcelona,2,3.255,491.77,0
London,2,6.681,743.2,0
Amsterdam,2,2.621,342.84,1
London,0,1.729,574.1,1
London,3,6.867,546.11,1
Amsterdam,3,2.004,743.8,1
Amsterdam,1,0.333,459.54,1
London,1,3.229,569.16,1
London,3,9.873,566.81,0
London,1,5.262,397.23,0
London,1,4.556,372.54,0
London,1,6.021,269.53,0
London,0,3.816,502.6,1
London,2,3.056,905.48,1
London,1,3.002,842.68,1
Amsterdam,0,5.213,344.48,1
London,2,6.591,381.24,1
London,0,5.099,277.05,1
London,2,2.923,841.04,1
London,2,4.057,551.52,1
Amsterdam,1,3.637,405.88,1
Amsterdam,0,1.129,518.59,1
London,3,5.013,1085.87,1
Amsterdam,2,1.089,1474.94,0
London,1,0.34,612.2,0
London,2,5.213,666.29,1
Amsterdam,1,2.123,841.98,1
London,2,3.468,932.76,1
London,1,14.64,219.9,0
London,1,4.603,515.53,0
London,3,4.895,982.62,1
London,0,3.232,315.62,1
London,2,1.718,845.03,0
London,2,8.449,313.27,1
Amsterdam,1,2.908,415.49,1
London,1,4.424,456.03,0
London,1,3.924,615.96,1
London,2,9.969,439.8,0
London,1,3.381,872.32,0
London,1,3.723,278.46,0
London,1,4.039,354.19,1
London,1,15.008,359.6,0
Amsterdam,2,0.742,491.65,0
London,1,7.478,232.84,1
London,1,4.608,444.51,0
London,2,3.264,613.14,1
London,1,2.031,391.82,0
London,0,8.017,194.03,0
Amsterdam,1,5.108,385.96,1
London,3,5.93,510.36,0
London,1,3.665,167.92,0
Amsterdam,2,1.026,786.45,0
London,1,3.817,329.73,0
Amsterdam,2,1.379,1229.11,1
London,0,2.974,403.82,0
London,2,4.543,515.53,0
Amsterdam,2,2.021,792.77,1
Amsterdam,1,2.173,682.16,1
London,1,5.178,452.97,0
London,2,2.627,500.48,1
London,3,6.789,524.47,0
Amsterdam,1,1.155,934.08,0
Barcelona,1,1.757,438.48,1
London,1,5.033,405.94,0
London,2,6.297,541.17,0
London,1,3.712,520.47,1
Barcelona,2,1.359,738.24,0
London,1,5.071,421.46,1
Barcelona,2,1.732,370.28,0
London,1,9.114,401.23,0
London,1,9.081,257.06,0
Barcelona,2,2.319,532.04,1
Amsterdam,2,1.164,728.8,1
London,1,0.382,317.98,0
London,3,0.995,1901.74,1
London,1,3.034,867.14,0
London,2,4.237,698.04,0
London,1,5.047,507.07,1
Amsterdam,1,2.933,553.04,1
London,1,1.313,578.09,1
Amsterdam,1,3.439,385.49,1
Amsterdam,1,2.491,332.06,1
London,1,1.068,407.35,1
Barcelona,1,0.269,252.29,0
Barcelona,2,2.297,393.33,0
London,1,3.757,451.56,1
Barcelona,2,1.071,532.04,1
London,2,9.9,614.31,1
London,2,4.131,430.63,1
London,2,8.277,303.86,1
London,2,4.253,1010.14,1
London,1,7.554,783.18,0
Amsterdam,1,1.707,786.68,1
Amsterdam,1,2.164,430.25,0
London,1,3.149,289.75,0
London,1,1.667,632.42,0
Amsterdam,1,1.12,829.56,1
London,1,3.931,477.43,1
London,1,2.507,464.73,0
London,2,5.521,439.33,0
Barcelona,1,1.473,370.28,0
London,2,9.476,272.58,0
Barcelona,3,2.431,526.45,0
London,1,4.584,323.38,1
London,1,3.336,453.44,0
London,2,0.417,1068.23,0
London,1,2.91,439.8,0
London,2,1.315,592.68,0
London,1,6.847,314.45,1
London,1,2.819,555.28,0
London,1,6.357,323.15,1
London,1,8.745,293.52,1
Amsterdam,1,0.993,814.57,1
Amsterdam,1,1.088,636.7,0
London,2,4.873,450.62,0
London,2,3.698,502.6,0
London,1,1.371,350.43,0
London,2,4.129,599.97,0
London,2,4.854,609.61,0
London,1,5.213,377.71,1
London,1,5.301,567.04,1
London,1,11.373,283.4,0
London,2,2.771,643.95,1
London,1,3.759,557.63,1
London,1,3.229,310.45,0
London,1,6.598,185.33,1
Amsterdam,1,1.263,540.62,1
London,1,3.072,412.52,1
London,3,10.982,463.79,1
Barcelona,2,2.383,364.7,0
London,2,6.96,180.39,1
London,2,8.845,633.83,1
London,1,7.431,226.49,1
London,1,4.783,268.12,1
Barcelona,2,1.141,830.87,1
London,1,1.769,481.9,1
London,0,3.856,371.6,1
Barcelona,1,2.512,627.23,1
London,1,3.562,558.57,1
Barcelona,2,2.472,558.34,1
Amsterdam,2,10.73,678.41,0
Amsterdam,1,1.407,467.04,0
London,0,3.971,283.4,1
Barcelona,2,1.659,449.41,0
Barcelona,2,1.293,414.27,0
Barcelona,3,3.476,780.13,0
London,1,2.905,401.23,1
Barcelona,2,3.096,529.94,0
London,1,6.494,334.91,0
London,1,4.697,479.32,0
Amsterdam,1,3.208,405.64,0
London,2,7.651,334.91,1
London,1,3.296,614.55,1
London,0,3.906,267.41,0
London,1,2.327,508.95,1
London,1,6.005,302.69,1
Barcelona,2,2.91,356.55,0
London,2,3.199,316.8,1
London,1,2.788,355.61,1
London,1,2.78,581.86,1
London,1,3.273,367.37,1
Amsterdam,1,1.165,1714.43,0
Amsterdam,2,7.693,362.52,0
London,2,7.152,579.98,1
London,0,9.431,233.31,1
Amsterdam,1,3.192,442.67,1
Amsterdam,1,2.374,414.31,1
London,0,4.03,322.44,1
London,1,5.88,337.73,1
Amsterdam,3,3.816,798.87,0
Amsterdam,1,2.758,337.92,0
London,2,7.403,504.72,1
London,1,1.869,398.17,0
Amsterdam,2,2.021,718.96,0
London,1,7.688,245.77,1
Amsterdam,2,7.072,632.95,1
London,1,4.486,452.74,1
Amsterdam,1,1.51,378.46,1
Barcelona,2,1.122,482.46,0
London,1,4.045,381.01,0
Barcelona,1,1.112,474.32,0
Amsterdam,2,4.075,504.07,0
London,2,1.158,1334.46,1
London,1,3.273,366.42,0
London,1,3.179,348.08,1
Amsterdam,1,3.343,424.16,0
London,1,4.801,1032.48,1
Amsterdam,2,1.61,1348.63,0
London,1,4.128,573.86,0
Amsterdam,1,1.909,640.45,1
Amsterdam,2,0.711,1192.09,0
London,2,4.178,608.2,1
London,1,2.891,509.42,1
London,0,3.626,324.09,0
Amsterdam,1,4.298,383.15,1
London,2,4.475,418.87,1
Amsterdam,2,4.146,381.04,1
London,2,3.763,504.72,0
Amsterdam,1,3.551,485.55,0
Amsterdam,1,1.319,528.44,1
Amsterdam,1,1.541,737.23,1
Amsterdam,1,3.61,378.69,1
London,0,3.943,240.36,0
London,2,5.962,964.98,0
London,2,3.925,1712.65,0
London,0,8.13,214.73,1
London,2,4.807,802.23,1
London,1,2.571,595.97,1
London,2,3.166,630.31,0
London,1,3.74,489.19,0
Amsterdam,1,3.673,676.07,1
London,2,5.761,460.03,0
Amsterdam,1,1.171,504.07,0
Amsterdam,2,2.1,622.88,0
London,1,1.324,535.29,0
London,2,3.617,782.0,0
London,1,4.819,353.72,0
Barcelona,2,2.642,379.36,0
Amsterdam,2,3.125,909.47,0
London,2,9.932,256.36,1
London,1,3.891,367.37,0
London,2,2.333,597.85,1
London,3,7.531,386.65,0
London,0,4.185,353.25,1
London,0,6.762,341.49,1
Amsterdam,1,2.87,780.35,1
London,0,6.03,199.68,0
Barcelona,1,0.711,400.54,0
London,2,5.892,618.55,1
Amsterdam,3,1.96,1106.32,1
Amsterdam,2,2.041,935.02,0
London,2,5.326,901.95,0
Amsterdam,1,1.947,342.61,0
London,1,14.008,322.44,1
London,1,10.03,345.73,0
London,1,3.797,296.34,1
London,2,3.796,567.98,1
Amsterdam,2,2.219,903.62,1
London,2,3.307,297.51,1
Amsterdam,1,3.439,299.72,0
London,2,3.53,605.61,1
London,0,3.088,275.64,0
London,1,3.906,297.51,0
London,1,0.505,1011.55,0
London,1,5.271,291.63,0
London,2,5.043,529.18,1
Amsterdam,0,1.938,1214.12,0
London,0,3.935,333.73,0
Barcelona,1,3.132,515.05,0
Barcelona,1,1.527,358.65,0
Amsterdam,1,2.056,722.24,0
London,1,4.489,440.74,1
London,2,5.85,503.3,1
Barcelona,2,1.987,404.96,0
Amsterdam,2,3.753,546.72,1
London,2,5.017,401.23,0
Amsterdam,2,4.784,626.63,1
London,1,3.362,470.38,1
London,3,2.485,452.74,1
London,1,3.244,541.17,1
London,1,3.664,311.39,0
London,1,6.055,242.24,1
Amsterdam,1,3.402,385.49,1
Amsterdam,3,3.297,765.59,0
Barcelona,1,1.935,464.08,1
London,2,4.335,1063.29,0
London,1,7.237,317.74,0
London,1,1.537,463.79,1
London,1,3.423,1519.56,1
London,2,4.245,685.58,0
London,2,3.725,930.17,0
London,0,5.889,293.75,0
London,1,6.045,426.87,1
London,2,4.133,586.33,1
Barcelona,2,1.598,439.64,1
London,1,2.683,718.03,1
London,1,5.729,281.05,1
London,1,7.49,297.51,1
Amsterdam,1,3.621,515.55,0
Amsterdam,2,3.856,602.25,0
Amsterdam,2,4.221,854.17,1
London,1,5.639,373.24,0
Amsterdam,1,3.147,417.83,1
London,2,0.759,666.29,1
London,2,5.917,1640.44,0
London,1,4.415,333.5,0
Amsterdam,2,1.604,1290.28,0
London,1,2.975,827.63,0
London,1,4.355,290.93,1
London,1,5.022,319.39,0
London,1,3.381,530.12,1
London,0,3.969,394.41,1
London,1,6.021,267.88,1
London,2,4.292,906.65,0
London,3,7.15,944.28,0
London,2,2.679,776.12,1
Barcelona,2,2.127,937.46,1
London,2,4.059,437.45,0
London,1,4.292,716.39,1
London,1,9.14,439.8,1
London,1,2.284,975.8,1
London,1,8.187,556.22,1
Amsterdam,2,2.847,1043.52,1
London,0,3.528,264.35,1
London,1,7.575,170.75,0
Amsterdam,2,1.859,1301.29,0
London,1,0.521,770.48,1
London,2,5.489,1174.3,1
London,1,3.979,388.06,1
London,2,4.854,607.02,1
Amsterdam,1,2.091,299.72,0
London,1,6.115,430.4,0
Amsterdam,2,1.987,399.55,0
London,2,6.552,417.7,1
London,1,1.942,540.23,0
London,2,6.128,503.07,0
London,1,10.359,257.77,1
Amsterdam,1,7.887,409.63,1
Amsterdam,2,2.336,907.13,0
London,1,1.032,773.07,1
Amsterdam,1,1.949,700.44,1
Amsterdam,1,2.564,330.42,0
London,1,4.041,355.14,0
London,1,4.762,499.31,0
London,1,4.042,491.54,0
London,1,7.456,309.27,1
London,0,3.305,418.87,1
Amsterdam,2,1.341,784.1,0
Barcelona,0,1.017,340.26,0
Barcelona,1,0.975,324.2,1
Barcelona,2,1.286,532.04,1
London,2,3.609,721.56,1
Barcelona,2,0.518,868.11,1
London,1,2.94,847.15,0
London,1,7.462,360.78,1
London,1,6.207,380.77,0
London,0,3.213,270.7,1
Barcelona,1,3.9,588.13,0
London,1,4.845,733.32,1
